noise_level,method,metric,direction,trials,mean,bootstrap_ci_low,bootstrap_ci_high
high,icgp_rvo_mpc,collision,lower,240,0.020833333333333332,0.004166666666666667,0.041666666666666664
high,icgp_rvo_mpc,completion_time,lower,240,20.476,19.608,21.326525
high,icgp_rvo_mpc,final_goal_distance,lower,240,1.3729033244773745,1.1877278472576291,1.565735430904509
high,icgp_rvo_mpc,min_distance,higher,240,0.6902095632872315,0.6748424741502814,0.7055640833066754
high,icgp_rvo_mpc,progress_ratio,higher,240,0.8673541858249033,0.8492639819247416,0.8853335516849378
high,icgp_rvo_mpc,safety_violation,lower,240,0.25,0.19583333333333333,0.30833333333333335
high,icgp_rvo_mpc,success,higher,240,0.4666666666666667,0.4041666666666667,0.5291666666666667
high,passive_rvo_mpc,collision,lower,240,0.0125,0.0,0.029166666666666667
high,passive_rvo_mpc,completion_time,lower,240,20.8635,20.007,21.690025000000002
high,passive_rvo_mpc,final_goal_distance,lower,240,1.373751761764288,1.199263203255056,1.5637691586030025
high,passive_rvo_mpc,min_distance,higher,240,0.6835857676028725,0.6690943500603279,0.6977959307726688
high,passive_rvo_mpc,progress_ratio,higher,240,0.867335252459937,0.8493247316376074,0.8841795479165739
high,passive_rvo_mpc,safety_violation,lower,240,0.2916666666666667,0.23333333333333334,0.35
high,passive_rvo_mpc,success,higher,240,0.44583333333333336,0.38333333333333336,0.5083333333333333
high,residual_passive_rvo_mpc,collision,lower,240,0.016666666666666666,0.004166666666666667,0.03333333333333333
high,residual_passive_rvo_mpc,completion_time,lower,240,20.810499999999994,19.9409875,21.6530125
high,residual_passive_rvo_mpc,final_goal_distance,lower,240,1.3981412649465104,1.220477312427635,1.5814153708758143
high,residual_passive_rvo_mpc,min_distance,higher,240,0.6858216466405384,0.670126017102625,0.7014486922221526
high,residual_passive_rvo_mpc,progress_ratio,higher,240,0.8649371964973398,0.8466194860535324,0.8825440037764687
high,residual_passive_rvo_mpc,safety_violation,lower,240,0.30416666666666664,0.24583333333333332,0.3625
high,residual_passive_rvo_mpc,success,higher,240,0.4375,0.375,0.5
high,rvo_reactive,collision,lower,240,0.016666666666666666,0.004166666666666667,0.03333333333333333
high,rvo_reactive,completion_time,lower,240,21.310999999999996,20.529987499999997,22.06
high,rvo_reactive,final_goal_distance,lower,240,1.3090382766289015,1.12086947136481,1.5085216813154207
high,rvo_reactive,min_distance,higher,240,0.7365522639192648,0.7173942132703699,0.7561243011976836
high,rvo_reactive,progress_ratio,higher,240,0.8734361305832863,0.8542036190516471,0.8919765428089885
high,rvo_reactive,safety_violation,lower,240,0.25833333333333336,0.20416666666666666,0.3125
high,rvo_reactive,success,higher,240,0.45416666666666666,0.39166666666666666,0.5166666666666667
low,icgp_rvo_mpc,collision,lower,240,0.004166666666666667,0.0,0.0125
low,icgp_rvo_mpc,completion_time,lower,240,20.846999999999994,19.979950000000002,21.7105
low,icgp_rvo_mpc,final_goal_distance,lower,240,1.4508173003792764,1.2581177068230074,1.6524786345482183
low,icgp_rvo_mpc,min_distance,higher,240,0.6904254227994416,0.6744934097529739,0.7073018624443591
low,icgp_rvo_mpc,progress_ratio,higher,240,0.8600144007670072,0.8410882133727622,0.8785716595784955
low,icgp_rvo_mpc,safety_violation,lower,240,0.24583333333333332,0.19166666666666668,0.3
low,icgp_rvo_mpc,success,higher,240,0.425,0.3625,0.4875
low,passive_rvo_mpc,collision,lower,240,0.0125,0.0,0.029166666666666667
low,passive_rvo_mpc,completion_time,lower,240,21.242999999999995,20.4129875,22.0590125
low,passive_rvo_mpc,final_goal_distance,lower,240,1.441173361086597,1.2522549445352829,1.628297197360856
low,passive_rvo_mpc,min_distance,higher,240,0.6855863249808984,0.6692146620773857,0.703016647329854
low,passive_rvo_mpc,progress_ratio,higher,240,0.8608703517432635,0.8424239050294273,0.8786130381419207
low,passive_rvo_mpc,safety_violation,lower,240,0.23333333333333334,0.18333333333333332,0.2875
low,passive_rvo_mpc,success,higher,240,0.43333333333333335,0.37083333333333335,0.49583333333333335
low,residual_passive_rvo_mpc,collision,lower,240,0.008333333333333333,0.0,0.020833333333333332
low,residual_passive_rvo_mpc,completion_time,lower,240,21.039999999999996,20.192925,21.861499999999996
low,residual_passive_rvo_mpc,final_goal_distance,lower,240,1.5229521745505432,1.328149754225742,1.7204098519620796
low,residual_passive_rvo_mpc,min_distance,higher,240,0.6935336149053271,0.677033851774056,0.7102873930669905
low,residual_passive_rvo_mpc,progress_ratio,higher,240,0.853107959109669,0.8336214798331881,0.8718883597487002
low,residual_passive_rvo_mpc,safety_violation,lower,240,0.2375,0.18333333333333332,0.2916666666666667
low,residual_passive_rvo_mpc,success,higher,240,0.42916666666666664,0.36666666666666664,0.49166666666666664
low,rvo_reactive,collision,lower,240,0.0,0.0,0.0
low,rvo_reactive,completion_time,lower,240,21.602499999999996,20.833487499999997,22.323624999999996
low,rvo_reactive,final_goal_distance,lower,240,1.473223519915094,1.2484060011928282,1.7069901173406592
low,rvo_reactive,min_distance,higher,240,0.7546227727075956,0.7289750535936026,0.7819306292116557
low,rvo_reactive,progress_ratio,higher,240,0.8576535551381919,0.835092113946254,0.8795976643817266
low,rvo_reactive,safety_violation,lower,240,0.2791666666666667,0.225,0.3375
low,rvo_reactive,success,higher,240,0.44583333333333336,0.38333333333333336,0.5083333333333333
