scenario,scenario_generation_version,rvo_safety_layer_version,tier,area_policy,robots,seed,method,noise_level,sigma_p,sigma_v,observation_noise_protocol,occlusion_probability,occlusion_max_duration,observation_noise_seed,workspace_width,workspace_height,workspace_area,agent_density,area_per_agent,dominant_flow_axis,lateral_axis,passage_width,agents_per_passage_width,start_bounds_margin,goal_bounds_margin,starts_out_of_bounds,goals_out_of_bounds,initial_collision,initial_safety_violation,initial_obstacle_collision,initial_min_distance,success,collision,safety_violation,obstacle_collision,min_distance,completion_time,steps,final_goal_distance,max_final_goal_distance,progress_ratio,path_length,control_effort,smoothness,latency_ms,screen_reject_rate,screen_all_reject_rate,screen_min_margin,screen_selected_margin,screen_predicted_margin,screen_runtime_margin,rvo_intervention_rate,seed_index
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,17868,rvo_reactive,low,0.02,0.04,neighbor_ar1_v1,0.1,3,13823535160657590079,12.0,5.4,64.80000000000001,0.1234567901234567,8.100000000000001,x,y,4.140000000000001,1.9323671497584536,0.9878649711608888,0.9902820587158204,0,0,0,0,0,0.6994443535804749,0,0,0,0,0.6165962815284729,26.4,220,0.8098224401473999,1.516043782234192,0.9200141429901124,14.621578736132506,0.7841118188066916,0.883117578889836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6704545454545454,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,17868,residual_passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,13823535160657590079,12.0,5.4,64.80000000000001,0.1234567901234567,8.100000000000001,x,y,4.140000000000001,1.9323671497584536,0.9878649711608888,0.9902820587158204,0,0,0,0,0,0.6994443535804749,0,0,0,0,0.6083166003227234,26.4,220,0.806251049041748,1.8596110343933103,0.9203668907284736,14.095384085405383,0.9988085922869768,1.010776819695126,0.7058236931532685,0.4331818181818181,0.3028409090909091,-0.0355129947144808,0.0727841039219532,0.0811091386947611,0.4759167931172151,0.8284090909090909,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,17868,icgp_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,16290663036656104712,12.0,5.4,64.80000000000001,0.1234567901234567,8.100000000000001,x,y,4.140000000000001,1.9323671497584536,0.9878649711608888,0.9902820587158204,0,0,0,0,0,0.6994443535804749,0,0,0,0,0.6392297148704529,26.4,220,0.6770479679107666,1.547101378440857,0.9331282302737236,15.038667081709718,1.096624905616045,0.974084358052774,0.6422027838198119,0.4704545454545454,0.3329545454545454,-0.0552245163655183,0.1002017196000299,0.1132554124502295,0.4503019320382314,0.7943181818181818,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,17868,passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,16290663036656104712,12.0,5.4,64.80000000000001,0.1234567901234567,8.100000000000001,x,y,4.140000000000001,1.9323671497584536,0.9878649711608888,0.9902820587158204,0,0,0,0,0,0.6994443535804749,0,0,1,0,0.4856651723384857,26.4,220,0.7405039072036743,1.1735213994979858,0.926860712468624,14.50318365948624,1.1340507426045157,0.9630701249296016,0.5216209659755061,0.5614772727272728,0.4289772727272727,-0.0905969410297905,0.0324564827380871,0.043505609631369,0.4209486703730443,0.6761363636363636,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,17868,rvo_reactive,high,0.1,0.2,neighbor_ar1_v1,0.1,3,16290663036656104712,12.0,5.4,64.80000000000001,0.1234567901234567,8.100000000000001,x,y,4.140000000000001,1.9323671497584536,0.9878649711608888,0.9902820587158204,0,0,0,0,0,0.6994443535804749,0,0,1,0,0.4956862330436706,26.4,220,0.6872390508651733,0.9884605407714844,0.9321216642856598,15.897683420422254,0.9472698959437283,0.8638252101161263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6988636363636364,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,17868,residual_passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,16290663036656104712,12.0,5.4,64.80000000000001,0.1234567901234567,8.100000000000001,x,y,4.140000000000001,1.9323671497584536,0.9878649711608888,0.9902820587158204,0,0,0,0,0,0.6994443535804749,0,1,1,0,0.3058676421642303,26.4,220,0.9071528911590576,1.541935920715332,0.910400852560997,14.979176624679894,1.2291925407268784,0.9982035329396074,0.6486328409664566,0.5331818181818182,0.3994318181818181,-0.0766417591767068,0.0440490641776387,0.064896689958955,0.3837531446427192,0.7267045454545454,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,icgp_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,13379184551656633817,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,0,0,0,0,0.8148387205601686,26.4,220,1.775896668434143,6.959738254547119,0.8324471861124039,12.550834594265323,0.6885044082599713,0.5108802290769202,0.6426242048870666,0.205,0.034090909090909,0.7618909493639747,0.9194607935096554,0.9469840249962896,1.248940944075957,0.4965909090909091,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,13379184551656633817,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,0,0,0,0,0.8148387205601686,26.4,220,1.761565327644348,6.8946533203125,0.8337993323802948,14.32145638113434,0.7314102296399969,0.546441961554852,0.5253430680154865,0.2925,0.1420454545454545,0.4856780608393356,0.6295130945071747,0.6517329851961693,1.1325791400596943,0.5284090909090909,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,rvo_reactive,low,0.02,0.04,neighbor_ar1_v1,0.1,3,13379184551656633817,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,1,0,0,0,0.7619910836219788,16.32,136,0.087944783270359,0.2905936539173126,0.9917025603353976,11.321994853686192,0.3317417482578415,0.2444777329390704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3878676470588235,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,residual_passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,13379184551656633817,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,0,0,0,0,0.8148387205601686,26.4,220,1.7961585521697998,6.9961256980896,0.8305355161428452,12.83588341099312,0.6774230304592163,0.5266239167750298,0.713716022966599,0.2213636363636363,0.0363636363636363,0.6320152919669896,0.7543079114487573,0.7718985806477286,1.0987442817358546,0.525,0
