scenario,scenario_generation_version,rvo_safety_layer_version,tier,area_policy,robots,seed,method,noise_level,sigma_p,sigma_v,observation_noise_protocol,observation_noise_seed,workspace_width,workspace_height,workspace_area,agent_density,area_per_agent,dominant_flow_axis,lateral_axis,passage_width,agents_per_passage_width,start_bounds_margin,goal_bounds_margin,starts_out_of_bounds,goals_out_of_bounds,initial_collision,initial_safety_violation,initial_obstacle_collision,initial_min_distance,success,collision,safety_violation,obstacle_collision,min_distance,completion_time,steps,final_goal_distance,max_final_goal_distance,progress_ratio,path_length,control_effort,smoothness,latency_ms,screen_reject_rate,screen_all_reject_rate,screen_min_margin,screen_selected_margin,screen_predicted_margin,screen_runtime_margin,rvo_intervention_rate,architecture,candidate_conditioned,feature_key,planner_method,training_seed,seed_index
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_candidate,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,1,0,0.508833110332489,13.68,114,0.1201558262109756,0.3721767365932464,0.9882474644109608,11.867591865826398,0.6875909130143107,0.4680517520592139,0.1613989034810577,0.1807017543859649,0.125,0.2156957367147531,0.3432454712649709,0.3929749852876391,0.5342534716845605,0.6929824561403509,plain,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_zero,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.663956344127655,12.6,105,0.1174546182155609,0.3652905225753784,0.988511672243476,11.68184904253576,0.6824036932594719,0.4518583229609898,0.2230069040143419,0.1804761904761904,0.1571428571428571,0.2436321744446953,0.3504974995801846,0.3897776638503585,0.5170194379091263,0.7095238095238096,plain,0,x_passive,passive_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,residual_candidate,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.7104911804199219,12.24,102,0.1056398600339889,0.2752037942409515,0.9896672824397684,10.492175538820447,0.5938569451111606,0.3884175390543818,0.2668637256754343,0.25,0.1911764705882352,0.1802044457757809,0.3381113930104994,0.3704259340289761,0.6522256598855352,0.3088235294117647,residual,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,residual_zero,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.7317209243774414,12.6,105,0.1269212067127227,0.3685608804225921,0.9875857373699546,10.77744752081344,0.7246039687123682,0.4430054494534575,0.2885635713547734,0.2723809523809524,0.2023809523809523,0.2053000288532958,0.3242566838789553,0.359963670050814,0.6591985348505633,0.3880952380952381,residual,0,x_passive,residual_passive_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13885,plain_candidate,clean,0.0,0.0,neighbor_gaussian_v1,4728353926169695043,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,1.0042142868041992,0.9634509086608888,0,0,0,0,0,1.2159874820709229,1,0,0,0,0.5345081090927124,14.16,118,0.1286420673131942,0.3541411459445953,0.9874084908515216,11.909110089269234,0.6739702375203181,0.4798347242965789,0.171952542155326,0.1809322033898305,0.1228813559322034,0.2171472030013831,0.3421389091545242,0.3958882894733194,0.529273202000028,0.6758474576271186,plain,1,x_intent,icgp_rvo_mpc,7,1
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13885,plain_zero,clean,0.0,0.0,neighbor_gaussian_v1,4728353926169695043,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,1.0042142868041992,0.9634509086608888,0,0,0,0,0,1.2159874820709229,1,0,0,0,0.6715680956840515,12.84,107,0.1280840337276458,0.3432499766349792,0.9874631110578777,11.75118829490384,0.663192082039803,0.3796501258370753,0.1861721975728869,0.1911214953271028,0.1635514018691588,0.2187207191030138,0.3308126338891615,0.3697248287450208,0.4986446383846139,0.6682242990654206,plain,0,x_passive,passive_rvo_mpc,7,1
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13885,residual_candidate,clean,0.0,0.0,neighbor_gaussian_v1,4728353926169695043,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,1.0042142868041992,0.9634509086608888,0,0,0,0,0,1.2159874820709229,1,0,0,0,0.723980188369751,12.84,107,0.1290629208087921,0.3703202605247497,0.9873672975227236,10.910589660401456,0.547816347265529,0.375062098239209,0.2229471960775206,0.2429906542056074,0.1892523364485981,0.1758797059972361,0.3243894376208848,0.3554838656654981,0.5960387184770307,0.3761682242990654,residual,1,x_intent,icgp_rvo_mpc,7,1
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13885,residual_zero,clean,0.0,0.0,neighbor_gaussian_v1,4728353926169695043,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,1.0042142868041992,0.9634509086608888,0,0,0,0,0,1.2159874820709229,1,0,0,0,0.6969888806343079,13.08,109,0.1168705523014068,0.3464058637619018,0.9885606886819004,10.759598353586624,0.725776410527066,0.4736724152409155,0.2328532112713202,0.265137614678899,0.2133027522935779,0.1926861708072108,0.3099203003860941,0.3497844212796163,0.650689091863572,0.3967889908256881,residual,0,x_passive,residual_passive_rvo_mpc,7,1
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13902,plain_candidate,clean,0.0,0.0,neighbor_gaussian_v1,1322795775229477730,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.968852996826172,0.9926304817199708,0,0,0,0,0,1.2318002367019654,1,0,0,0,0.5230648517608643,12.84,107,0.1189692392945289,0.3309591114521026,0.988353967666626,11.704692344763316,0.6755286321461758,0.4764761017443977,0.1650308407070637,0.1911214953271028,0.1355140186915887,0.2110772487791865,0.3445861593292694,0.3857980258010815,0.5374671725747742,0.7289719626168224,plain,1,x_intent,icgp_rvo_mpc,7,2
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13902,plain_zero,clean,0.0,0.0,neighbor_gaussian_v1,1322795775229477730,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.968852996826172,0.9926304817199708,0,0,0,0,0,1.2318002367019654,1,0,0,0,0.6916752457618713,13.56,113,0.1001186594367027,0.3403639495372772,0.9901992725208402,11.9201318876585,0.5852486485269217,0.3738382100993025,0.2033329657402582,0.1415929203539823,0.1216814159292035,0.2696522206522985,0.3762003668536127,0.4087102718347997,0.5296708876844001,0.7079646017699115,plain,0,x_passive,passive_rvo_mpc,7,2
