noise_level,scenario,robots,seed_index,primary,baseline,comparison,metric,direction,primary_value,baseline_value,delta,signed_improvement
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9837465696036816,0.9877959471195936,-0.004049377515912056,-0.004049377515912056
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1657265126705169,0.1244374364614486,0.04128907620906831,-0.04128907620906831
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,10.92,12.24,-1.3200000000000003,1.3200000000000003
medium,corridor,4,15,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6351656913757324,0.6402626633644104,-0.0050969719886779785,-0.0050969719886779785
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9859410179778934,0.9870406575500964,-0.0010996395722030483,-0.0010996395722030483
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1439989358186721,0.1327358931303024,0.011263042688369695,-0.011263042688369695
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.88,11.28,0.6000000000000014,-0.6000000000000014
medium,corridor,4,16,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6689937114715576,0.6874766945838928,-0.018482983112335205,-0.018482983112335205
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9836562667042016,0.9878240590915084,-0.004167792387306801,-0.004167792387306801
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1669138371944427,0.124349370598793,0.04256446659564969,-0.04256446659564969
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.64,11.4,0.2400000000000002,-0.2400000000000002
medium,corridor,4,17,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.68549644947052,0.696205198764801,-0.010708749294281006,-0.010708749294281006
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9898225208744408,0.9890624657273293,0.0007600551471115269,0.0007600551471115269
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1039197519421577,0.1116804853081703,-0.007760733366012601,0.007760733366012601
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,15.84,13.08,2.76,-2.76
medium,corridor,4,18,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6689341068267822,0.6816789507865906,-0.01274484395980835,-0.01274484395980835
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9855330139398576,0.9872968662530184,-0.0017638523131607853,-0.0017638523131607853
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1478122770786285,0.1297906190156936,0.018021658062934903,-0.018021658062934903
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,12.12,12.24,-0.120000000000001,0.120000000000001
medium,corridor,4,19,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6051672697067261,0.6067773699760437,-0.001610100269317627,-0.001610100269317627
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.982684686779976,0.983951387926936,-0.0012667011469600364,-0.0012667011469600364
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1769492328166961,0.1640045195817947,0.0129447132349014,-0.0129447132349014
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.76,11.28,0.4800000000000004,-0.4800000000000004
medium,corridor,4,20,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6507655382156372,0.7143702507019043,-0.06360471248626709,-0.06360471248626709
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9848656514659524,0.9822829272598028,0.002582724206149578,0.002582724206149578
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1543877124786377,0.1807344555854797,-0.026346743106842013,0.026346743106842013
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.28,12.36,-1.08,1.08
medium,corridor,4,21,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.7591654062271118,0.6842705011367798,0.07489490509033203,0.07489490509033203
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.986780159175396,0.9892321350052952,-0.0024519758298992,-0.0024519758298992
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1350872814655304,0.110031709074974,0.02505557239055639,-0.02505557239055639
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,12.12,12.84,-0.7200000000000006,0.7200000000000006
medium,corridor,4,22,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.7094948291778564,0.6769981384277344,0.03249669075012207,0.03249669075012207
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.986431522294879,0.9889832455664872,-0.0025517232716082416,-0.0025517232716082416
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1385246813297271,0.1124733686447143,0.02605131268501279,-0.02605131268501279
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,12.48,13.08,-0.5999999999999996,0.5999999999999996
medium,corridor,4,23,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6621036529541016,0.6320657134056091,0.03003793954849243,0.03003793954849243
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.98495327308774,0.9844362251460552,0.0005170479416848339,0.0005170479416848339
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1535717099905014,0.1588488668203354,-0.005277156829833984,0.005277156829833984
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.16,12.24,-1.08,1.08
medium,corridor,4,24,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6754003763198853,0.6269450187683105,0.04845535755157471,0.04845535755157471
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,1.0,-1.0,1.0
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9818409532308578,0.9881593752652408,-0.006318422034382931,-0.006318422034382931
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1853896081447601,0.1208834871649742,0.0645061209797859,-0.0645061209797859
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.88,14.16,-2.2799999999999994,2.2799999999999994
medium,corridor,4,25,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6475632786750793,0.4686756134033203,0.17888766527175903,0.17888766527175903
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9886272717267276,0.9852176886051892,0.0034095831215383843,0.0034095831215383843
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1160635277628898,0.1508597731590271,-0.03479624539613729,0.03479624539613729
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.4,10.8,0.5999999999999996,-0.5999999999999996
medium,corridor,4,26,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6397824883460999,0.8401418113708496,-0.2003593230247498,-0.2003593230247498
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.980083841830492,0.989666286855936,-0.00958244502544403,-0.00958244502544403
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.2035353332757949,0.1056065037846565,0.0979288294911384,-0.0979288294911384
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,12.12,11.4,0.7199999999999989,-0.7199999999999989
medium,corridor,4,27,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6380136609077454,0.6428029537200928,-0.004789292812347412,-0.004789292812347412
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9872787976637484,0.9862401569262148,0.0010386407375335693,0.0010386407375335693
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1295547038316726,0.1401323825120926,-0.010577678680419977,0.010577678680419977
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,12.84,15.96,-3.120000000000001,3.120000000000001
medium,corridor,4,28,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.601879894733429,0.6764227151870728,-0.0745428204536438,-0.0745428204536438
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,1.0,1.0,0.0,0.0
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9870101241394876,0.9853752786293626,0.0016348455101250492,0.0016348455101250492
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.1325768232345581,0.149262323975563,-0.01668550074100489,0.01668550074100489
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,11.04,10.92,0.11999999999999922,-0.11999999999999922
medium,corridor,4,29,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.5802202224731445,0.5913893580436707,-0.011169135570526123,-0.011169135570526123
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9220680817961692,0.925464577972889,-0.0033964961767197765,-0.0033964961767197765
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.789027214050293,0.7546391487121582,0.034388065338134766,-0.034388065338134766
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,0,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6262816190719604,0.5560221672058105,0.0702594518661499,0.0702594518661499
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9188295975327492,0.9178543016314508,0.0009752959012984119,0.0009752959012984119
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.8215987086296082,0.8314706087112427,-0.009871900081634521,0.009871900081634521
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,1,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.5522691607475281,0.5462504029273987,0.0060187578201293945,0.0060187578201293945
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9279250800609588,0.9316630139946938,-0.003737933933735005,-0.003737933933735005
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.7296772003173828,0.6918348073959351,0.037842392921447754,-0.037842392921447754
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,2,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6795981526374817,0.6551934480667114,0.024404704570770264,0.024404704570770264
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9286038279533386,0.9317978993058204,-0.003194071352481731,-0.003194071352481731
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.7226759195327759,0.6903453469276428,0.03233057260513306,-0.03233057260513306
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,3,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.632635772228241,0.6558644771575928,-0.023228704929351807,-0.023228704929351807
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9310865849256516,0.9329397976398468,-0.0018532127141952515,-0.0018532127141952515
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.6969780921936035,0.6782349944114685,0.01874309778213501,-0.01874309778213501
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,4,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6956016421318054,0.6246015429496765,0.0710000991821289,0.0710000991821289
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9213590621948242,0.9313753247261048,-0.010016262531280629,-0.010016262531280629
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.7961199283599854,0.6947205066680908,0.10139942169189453,-0.10139942169189453
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,5,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.5933147668838501,0.64667809009552,-0.05336332321166992,-0.05336332321166992
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9202834218740464,0.9217334538698196,-0.0014500319957732044,-0.0014500319957732044
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.8066065907478333,0.791934609413147,0.01467198133468628,-0.01467198133468628
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,6,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.612482488155365,0.6096365451812744,0.002845942974090576,0.002845942974090576
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.8142554759979248,0.9323974475264548,-0.11814197152853001,-0.11814197152853001
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,1.87900972366333,0.6838740110397339,1.1951357126235962,-1.1951357126235962
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,7,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.5345832109451294,0.6941069960594177,-0.15952378511428833,-0.15952378511428833
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9284954741597176,0.9319609478116035,-0.0034654736518859863,-0.0034654736518859863
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.7240055799484253,0.6889165639877319,0.03508901596069336,-0.03508901596069336
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,8,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6008492708206177,0.6948514580726624,-0.09400218725204468,-0.09400218725204468
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,1.0,0.0,1.0,-1.0
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,1.0,1.0,0.0,-0.0
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9054356440901756,0.929645337164402,-0.02420969307422638,-0.02420969307422638
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.95726478099823,0.7121926546096802,0.2450721263885498,-0.2450721263885498
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,9,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.366901159286499,0.5143946409225464,-0.14749348163604736,-0.14749348163604736
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9282058104872704,0.9378482066094876,-0.00964239612221729,-0.00964239612221729
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.726465106010437,0.6288964152336121,0.09756869077682495,-0.09756869077682495
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,completion_time,lower,26.4,26.4,0.0,-0.0
medium,corridor,8,10,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,min_distance,higher,0.6369560360908508,0.6340751647949219,0.002880871295928955,0.002880871295928955
medium,corridor,8,11,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,collision,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,11,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,safety_violation,lower,0.0,0.0,0.0,-0.0
medium,corridor,8,11,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,success,higher,0.0,0.0,0.0,0.0
medium,corridor,8,11,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,progress_ratio,higher,0.9285146221518517,0.926027849316597,0.002486772835254669,0.002486772835254669
medium,corridor,8,11,plain_candidate,plain_zero,plain_candidate_vs_plain_zero,final_goal_distance,lower,0.723647952079773,0.7488215565681458,-0.025173604488372803,0.025173604488372803
