noise_level,scenario,robots,seed_index,contrast,metric,direction,residual_conditioning_effect,plain_conditioning_effect,interaction_delta
medium,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.2639803886413573,-0.07310271263122559,-0.19087767601013172
medium,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
medium,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.09444182820293223,0.012971639633178711,-0.10741346783611094
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.04673222824931156,0.1148998998105526,-0.06816767156124104
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.48488625884056086,-1.192183256149292,0.7072969973087311
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
high,merge_bottleneck,4,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.23581527392914226,-0.07213511814519269,-0.16368015578394957
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.06731274724006653,0.02213871479034424,-0.08945146203041077
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.6972436904907227,-0.22931885719299316,0.9265625476837158
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
clean,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.18481791019439697,0.07539880275726318,0.10941910743713379
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,1.0,-1.0
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.058597564697265625,-0.0900174081325531,0.14861497282981873
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.6069693565368652,0.9324245452880859,-1.5393939018249512
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
low,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.0655750036239624,-0.07523202896118164,0.009657025337219238
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,1.0,0.0,1.0
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.005085945129394531,0.02602607011795044,-0.03111201524734497
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.05268144607543901,-0.2695851325988765,0.3222665786743155
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
medium,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.14248991012573242,-0.0654645562171936,-0.07702535390853882
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,1.0,0.0,1.0
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.0701214075088501,-0.005221724510192871,0.07534313201904297
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.7263364791870117,0.05408787727355957,-0.7804243564605713
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
high,merge_bottleneck,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.08725392818450928,0.017696738243103027,-0.1049506664276123
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.007145985960960388,-0.0018736161291598163,-0.005272369831800572
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.0684456080198288,0.017945855855941772,0.050499752163887024
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,-1.8000000000000007,0.0,-1.8000000000000007
clean,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0046024322509765625,-0.1307884454727175,0.13539087772369407
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.001477840356528759,-0.0005191266536713757,-0.0009587137028573833
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.014155030250549303,0.004972293972969111,0.009182736277580192
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,-0.3600000000000012,-0.2400000000000002,-0.120000000000001
low,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.025171875953674205,0.018701910972595326,-0.04387378692626953
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.010717586614191643,-0.0005128029733895145,-0.010204783640802129
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.10265508294105531,0.004911720752716009,0.0977433621883393
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,-0.35999999999999943,0.2400000000000002,-0.5999999999999996
medium,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0018631815910339355,0.0,0.0018631815910339355
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.0010915948078036308,0.004153112880885601,-0.005244707688689232
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.01045550405979151,-0.03977930545806882,0.05023480951786033
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.120000000000001,0.0,0.120000000000001
high,four_way_stop,4,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.01870995759963978,0.001485586166381836,-0.020195543766021617
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.0036568501964211464,-0.0009006410837173462,-0.0027562091127038
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.035113975405693,0.008648172020912198,0.0264658033847808
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.7199999999999989,-4.440000000000001,5.16
clean,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.005700290203094482,-0.0018072724342346191,-0.0038930177688598633
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.00024898909032333716,0.0009536072611808777,-0.0012025963515042148
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.0023908615112304132,-0.009156763553619413,0.011547625064849826
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,5.640000000000001,2.5200000000000014,3.119999999999999
low,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.09512919187545776,0.0064705610275268555,0.08865863084793091
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,1.0,-1.0
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.005223776213824638,0.001615835353731998,0.00360794086009264
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.0501600056886673,-0.015515655279159601,-0.034644350409507696
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,-0.2400000000000002,-4.799999999999997,4.559999999999997
medium,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0577659010887146,0.06924307346343994,-0.011477172374725342
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.00024024397134780884,-0.0022580288350582123,0.0020177848637104034
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.002306878566741999,0.021682158112525995,-0.019375279545783997
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,completion_time,interaction,-1.5600000000000005,-7.5600000000000005,6.0
high,four_way_stop,8,4,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.09193426370620728,0.08909553289413452,-0.1810297966003418
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.003357396461069584,0.002207839861512184,0.0011495565995573997
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.03431262075901029,-0.022564142942428617,-0.01174847781658167
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.35999999999999943,1.3200000000000003,-0.9600000000000009
clean,corridor,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0003527402877807617,-0.08406394720077515,0.08441668748855591
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.001655377447605244,0.003962346352636925,-0.005617723800242169
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.01691797375679019,-0.04049521684646609,0.05741319060325628
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.2400000000000002,1.08,-0.8399999999999999
low,corridor,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.14928793907165527,-0.08083313703536987,0.23012107610702515
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.0005425829440354191,0.00177705567330122,-0.002319638617336639
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.005545206367969499,-0.018161520361900288,0.023706726729869787
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.35999999999999943,3.24,-2.880000000000001
medium,corridor,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.03206151723861694,-0.15109777450561523,0.18315929174423218
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.008578951470553875,-0.0015442054718733944,0.01012315694242727
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.0876769572496415,0.015781790018081693,-0.1034587472677232
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,2.16,-1.799999999999999,3.959999999999999
high,corridor,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.02975606918334961,0.07011532783508301,-0.09987139701843262
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.005926221609115601,0.0038688257336615406,-0.009795047342777141
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.05999398231506348,-0.03916597366333008,0.09915995597839355
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
clean,corridor,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-1.3530254364013672e-05,0.006334185600280762,-0.006347715854644775
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.0020900145173073925,0.012618113309144863,-0.01052809879183747
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.021158277988433838,-0.12773925065994263,0.10658097267150879
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
low,corridor,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.04514259099960327,-0.017644882202148438,-0.027497708797454834
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.001472722738981358,-0.010016262531280629,0.00854353979229927
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.014909088611602783,0.10139942169189453,-0.08649033308029175
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
medium,corridor,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.01984119415283203,-0.05336332321166992,0.03352212905883789
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.003715515136718861,0.004193171858787426,-0.0004776567220685646
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.03761392831802368,-0.0424494743347168,0.004835546016693115
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
high,corridor,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.034947335720062256,0.013421595096588135,-0.04836893081665039
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,-1.0,-1.0,0.0
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.15730966906994592,-0.14651532657444477,-0.010794342495501152
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,1.6671093702316284,1.552714891731739,0.11439447849988937
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,5.759999999999998,6.719999999999999,-0.9600000000000009
clean,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.058319497694773736,0.01738041639328003,0.04093908130149371
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,-1.0,1.0
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-5.6490302085876465e-05,-0.1408273931592704,0.14077090285718452
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.0005986690521240234,1.492436304688454,-1.4918376356363299
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,13.919999999999998,-13.919999999999998
low,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0316974811856231,0.1606601767842254,-0.1289626955986023
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.1661119908094406,-0.00203077495098114,0.16814276576042175
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-1.7603929042816162,0.021521329879760742,-1.781914234161377
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
medium,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0006095092059327234,0.005657318093201691,-0.0050478088872689675
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.001677277497947216,0.10588177666068077,-0.10755905415862799
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.017775163054466303,-1.122095584869385,1.1398707479238512
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,5.159999999999998,0.0,5.159999999999998
high,narrow_gate,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.11781322956085205,-0.12796461807429904,0.2457778476351511
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.3697557896375656,-0.044129595160484314,-0.3256261944770813
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,3.8517587184906006,0.4596996307373047,3.392059087753296
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
clean,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.0384480357170105,0.0030835866928100586,0.03536444902420044
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.10400258004665375,-0.17501682043075562,0.07101424038410187
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,1.0833983421325684,1.8231562376022339,-0.7397578954696655
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
low,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.028011202812194824,0.03780519962310791,-0.06581640243530273
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.027025148272514343,-0.024171315133571625,0.05119646340608597
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.28152191638946533,0.2517935037612915,-0.5333154201507568
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
medium,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,0.004691600799560547,-0.042546629905700684,0.04723823070526123
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.046970292925834656,-0.12587355077266693,0.1728438436985016
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.4892910718917842,1.3112291097640991,-1.8005201816558833
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
high,narrow_gate,8,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.04279494285583496,-0.016911029815673828,-0.025883913040161133
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,-0.019422724843025208,-0.0031651630997657776,-0.01625756174325943
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,0.20189031958580017,0.032900452613830566,0.1689898669719696
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
clean,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.018830488356391006,-0.03497380018234253,0.016143311825951523
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.00041942298412323,-0.00342388078570377,0.003843303769827
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.0043596625328063965,0.03558969497680664,-0.03994935750961304
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
low,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,min_distance,interaction,-0.11588827284192227,0.03130388259887695,-0.14719215544079922
medium,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,collision,interaction,0.0,0.0,0.0
medium,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,safety_violation,interaction,0.0,0.0,0.0
medium,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,success,interaction,0.0,0.0,0.0
medium,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,progress_ratio,interaction,0.01122477650642384,-0.0044473037123680115,0.01567208021879185
medium,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,final_goal_distance,interaction,-0.11667641997337341,0.04622769355773926,-0.16290411353111267
medium,merge_bottleneck,4,5,residual_conditioning_minus_plain_conditioning,completion_time,interaction,0.0,0.0,0.0
