noise_level,comparison,metric,direction,paired_cases,mean_delta,bootstrap_ci_low,bootstrap_ci_high,sign_flip_p,mean_signed_improvement,primary_better_rate
clean,plain_candidate_vs_plain_zero,collision,lower,240,0.0,0.0,0.0,1.0,0.0,0.0
clean,plain_candidate_vs_plain_zero,completion_time,lower,240,-0.4535,-0.8539999999999999,-0.051987500000000166,0.026297370262973702,0.4535,0.2375
clean,plain_candidate_vs_plain_zero,final_goal_distance,lower,240,0.043869760228941845,-0.05328974600338066,0.14248370487398157,0.37416258374162586,-0.043869760228941845,0.4875
clean,plain_candidate_vs_plain_zero,min_distance,higher,240,-0.003206585398047134,-0.013458598711913896,0.007122665696735668,0.5440455954404559,-0.003206585398047134,0.45
clean,plain_candidate_vs_plain_zero,progress_ratio,higher,240,-0.004059663073470202,-0.013437636848636131,0.004964966694339326,0.38966103389661033,-0.004059663073470202,0.4875
clean,plain_candidate_vs_plain_zero,safety_violation,lower,240,0.041666666666666664,0.004166666666666667,0.08333333333333333,0.062493750624937505,-0.041666666666666664,0.029166666666666667
clean,plain_candidate_vs_plain_zero,success,higher,240,0.016666666666666666,-0.020833333333333332,0.05416666666666667,0.5165483451654834,0.016666666666666666,0.05416666666666667
clean,residual_candidate_vs_plain_candidate,collision,lower,240,0.020833333333333332,0.004166666666666667,0.041666666666666664,0.06269373062693731,-0.020833333333333332,0.0
clean,residual_candidate_vs_plain_candidate,completion_time,lower,240,-0.38599999999999995,-0.7860124999999999,0.0155124999999999,0.05649435056494351,0.38599999999999995,0.2875
clean,residual_candidate_vs_plain_candidate,final_goal_distance,lower,240,-0.0005694103737672175,-0.11729178047118087,0.11495365656524273,0.9912008799120088,0.0005694103737672175,0.5208333333333334
clean,residual_candidate_vs_plain_candidate,min_distance,higher,240,0.015439354567604924,0.0013790232389945234,0.029472782549368005,0.0292970702929707,0.015439354567604924,0.5416666666666666
clean,residual_candidate_vs_plain_candidate,progress_ratio,higher,240,1.2539509528625148e-05,-0.011312338031906021,0.01115310557982107,0.9983001699830018,1.2539509528625148e-05,0.5208333333333334
clean,residual_candidate_vs_plain_candidate,safety_violation,lower,240,-0.025,-0.07083333333333333,0.020833333333333332,0.3585641435856414,0.025,0.075
clean,residual_candidate_vs_plain_candidate,success,higher,240,0.016666666666666666,-0.020833333333333332,0.05416666666666667,0.504049595040496,0.016666666666666666,0.05
clean,residual_candidate_vs_residual_zero,collision,lower,240,0.020833333333333332,0.004166666666666667,0.041666666666666664,0.06419358064193581,-0.020833333333333332,0.0
clean,residual_candidate_vs_residual_zero,completion_time,lower,240,-0.3749999999999999,-0.7849999999999998,0.020512499999999902,0.06459354064593541,0.3749999999999999,0.22916666666666666
clean,residual_candidate_vs_residual_zero,final_goal_distance,lower,240,0.0575444048581024,-0.049347939315872884,0.16702533978192752,0.3047695230476952,-0.0575444048581024,0.5333333333333333
clean,residual_candidate_vs_residual_zero,min_distance,higher,240,-0.018175595662815326,-0.030045096633516497,-0.006872764752085703,0.0022997700229977,-0.018175595662815326,0.4083333333333333
clean,residual_candidate_vs_residual_zero,progress_ratio,higher,240,-0.005475837764485439,-0.016181373664973468,0.004843642171278277,0.31056894310568944,-0.005475837764485439,0.5333333333333333
clean,residual_candidate_vs_residual_zero,safety_violation,lower,240,0.0375,0.008333333333333333,0.07083333333333333,0.036196380361963806,-0.0375,0.0125
clean,residual_candidate_vs_residual_zero,success,higher,240,0.0125,-0.020833333333333332,0.04583333333333333,0.6354364563543645,0.0125,0.041666666666666664
clean,residual_zero_vs_plain_zero,collision,lower,240,0.0,0.0,0.0,1.0,0.0,0.0
clean,residual_zero_vs_plain_zero,completion_time,lower,240,-0.4645,-0.8395125,-0.10598750000000019,0.013598640135986401,0.4645,0.26666666666666666
clean,residual_zero_vs_plain_zero,final_goal_distance,lower,240,-0.014244055002927776,-0.10511545450659468,0.07165933625151709,0.7598240175982401,0.014244055002927776,0.49583333333333335
clean,residual_zero_vs_plain_zero,min_distance,higher,240,0.03040836483237312,0.018794122584545644,0.04244159797728922,9.999000099990002e-05,0.03040836483237312,0.5916666666666667
clean,residual_zero_vs_plain_zero,progress_ratio,higher,240,0.0014287142005438638,-0.006906167136815687,0.009951353240855202,0.7417258274172582,0.0014287142005438638,0.49583333333333335
clean,residual_zero_vs_plain_zero,safety_violation,lower,240,-0.020833333333333332,-0.05416666666666667,0.008333333333333333,0.3023697630236976,0.020833333333333332,0.041666666666666664
clean,residual_zero_vs_plain_zero,success,higher,240,0.020833333333333332,-0.016666666666666666,0.058333333333333334,0.405959404059594,0.020833333333333332,0.058333333333333334
high,plain_candidate_vs_plain_zero,collision,lower,240,-0.0125,-0.03333333333333333,0.008333333333333333,0.44475552444755523,0.0125,0.020833333333333332
