"scenario","scenario_generation_version","rvo_safety_layer_version","tier","area_policy","robots","seed","method","noise_level","sigma_p","sigma_v","observation_noise_protocol","observation_noise_seed","workspace_width","workspace_height","workspace_area","agent_density","area_per_agent","dominant_flow_axis","lateral_axis","passage_width","agents_per_passage_width","start_bounds_margin","goal_bounds_margin","starts_out_of_bounds","goals_out_of_bounds","initial_collision","initial_safety_violation","initial_obstacle_collision","initial_min_distance","success","collision","safety_violation","obstacle_collision","min_distance","completion_time","steps","final_goal_distance","max_final_goal_distance","progress_ratio","path_length","control_effort","smoothness","latency_ms","screen_reject_rate","screen_all_reject_rate","screen_min_margin","screen_selected_margin","screen_predicted_margin","screen_runtime_margin","rvo_intervention_rate","seed_index"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13919","residual_passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","12136675986678684304","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","1.0009713172912598","0.9696154594421387","0","0","0","0","0","1.2077172183990479","1","0","0","0","0.5412294268608093","13.92","116","0.1361398547887802","0.37347328662872314","0.9866862557828426","12.532039492274635","0.7689171640387061","0.5097313034318083","8.598777588460884","0.09439655172413793","0.07112068965517242","0.33139442083016357","0.4097935851149518","0.5098449847037937","0.5216306085345046","0.7887931034482759","3"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13919","rvo_reactive","clean","0.0","0.0","neighbor_gaussian_v1","12136675986678684304","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","1.0009713172912598","0.9696154594421387","0","0","0","0","0","1.2077172183990479","1","0","0","0","0.8401011610031128","18.48","154","0.11414220929145813","0.30731022357940674","0.9888375075533986","11.963816392944864","0.3973228829620291","0.44704832583544896","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4675324675324675","3"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13936","icgp_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","11131535220950994669","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9639501571655273","0.9691629409790039","0","0","0","0","0","1.2133551025390625","1","0","0","0","0.533781886100769","12.6","105","0.1284705400466919","0.34846773743629456","0.9874607315286994","12.000245330156758","0.7177174159602838","0.4826139573894796","10.872723093710928","0.11190476190476191","0.05714285714285714","0.28361764559114255","0.4184615786799362","0.48458680116420694","0.5468178659876187","0.8047619047619048","4"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13936","passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","11131535220950994669","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9639501571655273","0.9691629409790039","0","0","0","0","0","1.2133551025390625","1","0","1","0","0.5120435953140259","13.32","111","0.15616662800312042","0.32397016882896423","0.9847574764862657","11.687400413677096","0.6334621146455541","0.4265853836078581","11.9683815322099","0.16666666666666666","0.11486486486486487","0.2093346016006628","0.3166502220720589","0.36824320610780437","0.5433704957070651","0.6891891891891891","4"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13936","residual_passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","11131535220950994669","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9639501571655273","0.9691629409790039","0","0","0","0","0","1.2133551025390625","1","0","0","0","0.6784130930900574","11.4","95","0.14274495840072632","0.2988584339618683","0.9860674878582358","11.212814965168945","0.729742654012271","0.4884531601044153","6.850032102145058","0.07842105263157895","0.060526315789473685","0.3569711933814381","0.446518572573599","0.5257393488570263","0.5702922288869557","0.8263157894736842","4"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13936","rvo_reactive","clean","0.0","0.0","neighbor_gaussian_v1","11131535220950994669","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9639501571655273","0.9691629409790039","0","0","0","0","0","1.2133551025390625","1","0","0","0","0.8401116514205933","15.6","130","0.1648954302072525","0.35751479864120483","0.9839055091142654","11.257704372779699","0.4022991024882336","0.41296749094214574","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4596153846153846","4"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13953","icgp_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","2712549327049614243","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9630751609802246","0.9859466552734375","0","0","0","0","0","1.2170021915435791","1","0","0","0","0.6693981885910034","11.879999999999999","99","0.12643715739250183","0.31027019023895264","0.9876284692436457","11.720506437821314","0.6818623242434114","0.4841127722251295","7.423220452796103","0.11666666666666667","0.045454545454545456","0.28593428599403575","0.4234411313527761","0.47833671664649785","0.5670713923043675","0.8282828282828283","5"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13953","passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","2712549327049614243","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9630751609802246","0.9859466552734375","0","0","0","0","0","1.2170021915435791","1","0","0","0","0.6804435849189758","14.639999999999999","122","0.15953843295574188","0.3365885019302368","0.9843895994126797","11.987553399056196","0.5609112933607768","0.4087778557412571","7.713630532590122","0.15450819672131147","0.09221311475409837","0.24064833170780148","0.34351747865559623","0.37035321511694635","0.576280009165162","0.6762295081967213","5"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13953","residual_passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","2712549327049614243","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9630751609802246","0.9859466552734375","0","0","0","0","0","1.2170021915435791","1","0","0","0","0.6941182017326355","12.12","101","0.18943306803703308","0.3045596182346344","0.9814644902944565","11.842505792796146","0.664672848288031","0.41925029831449734","7.723520547935352","0.12326732673267327","0.09405940594059406","0.29416969643002094","0.3840216559570024","0.4323837997078305","0.5453146297182186","0.8044554455445545","5"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13953","rvo_reactive","clean","0.0","0.0","neighbor_gaussian_v1","2712549327049614243","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9630751609802246","0.9859466552734375","0","0","0","0","0","1.2170021915435791","1","0","0","0","0.6578728556632996","13.92","116","0.19555826485157013","0.3502856194972992","0.9808651562780142","11.153675189096248","0.40103528707725766","0.3215192299143508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4245689655172414","5"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13970","icgp_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","11944020289593875670","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9882616996765137","0.9744648933410645","0","0","0","0","0","1.2059815311431885","1","0","1","0","0.4970448613166809","12.84","107","0.12195011228322983","0.32129278779029846","0.9880755115300417","12.010983046842739","0.6731700753884512","0.43729602846656446","21.979348130184704","0.1","0.04906542056074766","0.28893626018070445","0.4251736914554488","0.4866696725521132","0.5472897820244325","0.7873831775700935","6"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13970","passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","11944020289593875670","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9882616996765137","0.9744648933410645","0","0","0","0","0","1.2059815311431885","1","0","0","0","0.6189442276954651","11.879999999999999","99","0.15666735172271729","0.343321293592453","0.9846808006986976","11.525933585944586","0.6590584805282304","0.42697092216193355","23.755918184913828","0.13585858585858585","0.09090909090909091","0.22507785695520313","0.33431175515356687","0.3645162853011579","0.5607720015386138","0.7323232323232324","6"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13970","residual_passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","11944020289593875670","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9882616996765137","0.9744648933410645","0","0","0","0","0","1.2059815311431885","1","0","0","0","0.7123957872390747","10.799999999999999","90","0.19808125495910645","0.3795391023159027","0.9806312788277864","10.903192402911372","0.6706050796408414","0.45509499003657966","23.505567221177948","0.1622222222222222","0.13333333333333333","0.273854729483111","0.36142735819021854","0.4083759682575861","0.5964858532316154","0.8194444444444444","6"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13970","rvo_reactive","clean","0.0","0.0","neighbor_gaussian_v1","11944020289593875670","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9882616996765137","0.9744648933410645","0","0","0","0","0","1.2059815311431885","1","0","0","0","0.8400537157058716","16.919999999999998","141","0.2711205780506134","0.36897969245910645","0.9734893701970577","11.910971319564851","0.49428802093436053","0.5209676123468588","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.599290780141844","6"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13987","icgp_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","15582024709228260434","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9814047813415527","0.9816274642944336","0","0","0","0","0","1.2128332042694092","1","0","0","0","0.5243379473686218","12.36","103","0.12257257103919983","0.36122703552246094","0.9880171772092581","11.666641405550763","0.6454579752521789","0.4434402624452577","14.998148781195445","0.10970873786407767","0.055825242718446605","0.30343608718076087","0.4312089124452142","0.48611817364553805","0.5623792941246217","0.7961165048543689","7"
"corridor","density_v4_interaction_tiers","rvo_multistep_density_v1","main","fixed","4","13987","passive_rvo_mpc","clean","0.0","0.0","neighbor_gaussian_v1","15582024709228260434","12.0","5.4","64.80000000000001","0.061728395061728385","16.200000000000003","x","y","4.140000000000001","0.9661835748792269","0.9814047813415527","0.9816274642944336","0","0","0","0","0","1.2128332042694092","1","0","0","0","0.547603189945221","12.12","101","0.15034155547618866","0.3700282573699951","0.9853024519979954","11.581904991762713","0.6629827023025068","0.4642469408245253","10.538623267715558","0.13861386138613863","0.0891089108910891","0.22282967478885216","0.3329007197134565","0.36460787671627376","0.5596101296302115","0.7227722772277227","7"
