scenario,scenario_generation_version,rvo_safety_layer_version,tier,area_policy,robots,seed,method,noise_level,sigma_p,sigma_v,observation_noise_protocol,observation_noise_seed,workspace_width,workspace_height,workspace_area,agent_density,area_per_agent,dominant_flow_axis,lateral_axis,passage_width,agents_per_passage_width,start_bounds_margin,goal_bounds_margin,starts_out_of_bounds,goals_out_of_bounds,initial_collision,initial_safety_violation,initial_obstacle_collision,initial_min_distance,success,collision,safety_violation,obstacle_collision,min_distance,completion_time,steps,final_goal_distance,max_final_goal_distance,progress_ratio,path_length,control_effort,smoothness,latency_ms,screen_reject_rate,screen_all_reject_rate,screen_min_margin,screen_selected_margin,screen_predicted_margin,screen_runtime_margin,rvo_intervention_rate,architecture,candidate_conditioned,feature_key,planner_method,training_seed,seed_index
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_candidate,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,1,0,0.508833110332489,13.68,114,0.1201558262109756,0.3721767365932464,0.9882474644109608,11.867591865826398,0.6875909130143107,0.4680517520592139,0.1613989034810577,0.1807017543859649,0.125,0.2156957367147531,0.3432454712649709,0.3929749852876391,0.5342534716845605,0.6929824561403509,plain,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_zero,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.663956344127655,12.6,105,0.1174546182155609,0.3652905225753784,0.988511672243476,11.68184904253576,0.6824036932594719,0.4518583229609898,0.2230069040143419,0.1804761904761904,0.1571428571428571,0.2436321744446953,0.3504974995801846,0.3897776638503585,0.5170194379091263,0.7095238095238096,plain,0,x_passive,passive_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,residual_candidate,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.7104911804199219,12.24,102,0.1056398600339889,0.2752037942409515,0.9896672824397684,10.492175538820447,0.5938569451111606,0.3884175390543818,0.2668637256754343,0.25,0.1911764705882352,0.1802044457757809,0.3381113930104994,0.3704259340289761,0.6522256598855352,0.3088235294117647,residual,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,residual_zero,clean,0.0,0.0,neighbor_gaussian_v1,4440703258638470964,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.7317209243774414,12.6,105,0.1269212067127227,0.3685608804225921,0.9875857373699546,10.77744752081344,0.7246039687123682,0.4430054494534575,0.2885635713547734,0.2723809523809524,0.2023809523809523,0.2053000288532958,0.3242566838789553,0.359963670050814,0.6591985348505633,0.3880952380952381,residual,0,x_passive,residual_passive_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_candidate,low,0.02,0.04,neighbor_gaussian_v1,16866633191130972900,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,1,0,0.5180552005767822,12.96,108,0.1088884696364402,0.3300401866436004,0.989349533803761,11.817890943319073,0.7446036926789761,0.5461745526020726,0.2089736109256692,0.1814814814814815,0.1180555555555555,0.2201531531837665,0.3489603276716338,0.3974928119502685,0.5405684687997456,0.7384259259259259,plain,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_zero,low,0.02,0.04,neighbor_gaussian_v1,16866633191130972900,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.6755737662315369,12.36,103,0.1396708041429519,0.3223993182182312,0.986338688991964,11.587518443353474,0.7592259756226128,0.5214058841099438,0.2029167473524158,0.1669902912621359,0.1334951456310679,0.2467755252390521,0.3516258093070926,0.3971253443972289,0.5107844843968604,0.6868932038834952,plain,0,x_passive,passive_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,residual_candidate,low,0.02,0.04,neighbor_gaussian_v1,16866633191130972900,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.7469772100448608,11.64,97,0.118205651640892,0.2990645170211792,0.988438212312758,10.52207203116268,0.5281108731701586,0.3880284680341629,0.2546778342388954,0.2159793814432989,0.1623711340206185,0.2567808070824932,0.4024202061529012,0.440852051374224,0.65105511309483,0.4845360824742268,residual,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,residual_zero,low,0.02,0.04,neighbor_gaussian_v1,16866633191130972900,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.8363182544708252,11.52,96,0.102411650121212,0.2812390625476837,0.9899830361828208,10.828522337891629,0.6494026566021299,0.4191542311261098,0.2483669272805855,0.2005208333333333,0.1614583333333333,0.2774486719093207,0.3914139558002352,0.4275823727436363,0.6084406534419395,0.5598958333333334,residual,0,x_passive,residual_passive_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_candidate,medium,0.05,0.1,neighbor_gaussian_v1,7209497303971947823,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.6878764033317566,11.88,99,0.1141487881541252,0.3148568868637085,0.988835017196834,11.055377789889462,0.8705693765853842,0.7531150103443198,0.2059260115140315,0.1792929292929292,0.1111111111111111,0.2218895945225776,0.3630842119801525,0.4189599188635445,0.5687354531884193,0.6994949494949495,plain,1,x_intent,icgp_rvo_mpc,7,0
corridor,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,13868,plain_zero,medium,0.05,0.1,neighbor_gaussian_v1,7209497303971947823,12.0,5.4,64.80000000000001,0.0617283950617283,16.200000000000003,x,y,4.140000000000001,0.9661835748792268,0.963308334350586,0.9641275405883788,0,0,0,0,0,1.2154004955291748,1,0,0,0,0.6391899585723877,11.52,96,0.1346164941787719,0.3742375373840332,0.9868330555036664,11.076951069757342,0.9374900587718002,0.7590338870262107,0.2318981770865017,0.2427083333333333,0.2057291666666666,0.2223838150355731,0.3239725687781659,0.3928259408124723,0.5903525493542353,0.7291666666666666,plain,0,x_passive,passive_rvo_mpc,7,0
