time_s,robot_i,robot_j,distance_m
0.9,robot2,robot4,4.418117617852427
0.9,robot3,robot4,1.4
0.9500000000000001,robot1,robot2,1.1996935014507872
0.9500000000000001,robot1,robot3,4.404547718030821
0.9500000000000001,robot1,robot4,4.68187846920555
0.9500000000000001,robot2,robot3,4.512089902166318
0.9500000000000001,robot2,robot4,4.4181171199088025
0.9500000000000001,robot3,robot4,1.4
1.0,robot1,robot2,1.1996930015003837
1.0,robot1,robot3,4.404548194813629
1.0,robot1,robot4,4.681878768233539
1.0,robot2,robot3,4.5120894145933095
1.0,robot2,robot4,4.418116621965178
1.0,robot3,robot4,1.4
1.05,robot1,robot2,1.1996935015003831
1.05,robot1,robot3,4.404548194813629
1.05,robot1,robot4,4.681878768233539
1.05,robot2,robot3,4.51208952537494
1.05,robot2,robot4,4.418116576664569
1.05,robot3,robot4,1.4
1.1,robot1,robot2,1.1996940015003825
1.1,robot1,robot3,4.404548194813629
1.1,robot1,robot4,4.681878768233539
1.1,robot2,robot3,4.512089636156622
1.1,robot2,robot4,4.418116531364015
1.1,robot3,robot4,1.4
1.1500000000000001,robot1,robot2,1.1996940015003825
1.1500000000000001,robot1,robot3,4.404548194813629
1.1500000000000001,robot1,robot4,4.681878768233539
1.1500000000000001,robot2,robot3,4.512089636156622
1.1500000000000001,robot2,robot4,4.418116531364015
1.1500000000000001,robot3,robot4,1.4
1.2000000000000002,robot1,robot2,1.1996940015003825
1.2000000000000002,robot1,robot3,4.404548194813629
1.2000000000000002,robot1,robot4,4.681878768233539
1.2000000000000002,robot2,robot3,4.512089636156622
1.2000000000000002,robot2,robot4,4.418116531364015
1.2000000000000002,robot3,robot4,1.4
1.25,robot1,robot2,1.1996935015254937
1.25,robot1,robot3,4.4045486715965
1.25,robot1,robot4,4.681879067261616
1.25,robot2,robot3,4.512089636156622
1.25,robot2,robot4,4.418116531364015
1.25,robot3,robot4,1.4
1.3,robot1,robot2,1.1996930015508134
1.3,robot1,robot3,4.404549148379434
1.3,robot1,robot4,4.681879366289781
1.3,robot2,robot3,4.512089636156622
1.3,robot2,robot4,4.418116531364015
1.3,robot3,robot4,1.4
1.35,robot1,robot2,1.1996935015508128
1.35,robot1,robot3,4.404549148379434
1.35,robot1,robot4,4.681879366289781
1.35,robot2,robot3,4.512089746938357
1.35,robot2,robot4,4.418116486063518
1.35,robot3,robot4,1.4
1.4000000000000001,robot1,robot2,1.1996940015508122
1.4000000000000001,robot1,robot3,4.404549148379434
1.4000000000000001,robot1,robot4,4.681879366289781
1.4000000000000001,robot2,robot3,4.512089857720145
1.4000000000000001,robot2,robot4,4.418116440763077
1.4000000000000001,robot3,robot4,1.4
1.4500000000000002,robot1,robot2,1.1996940015763395
1.4500000000000002,robot1,robot3,4.404549647863814
1.4500000000000002,robot1,robot4,4.681879836187304
1.4500000000000002,robot2,robot3,4.512089857720145
1.4500000000000002,robot2,robot4,4.418116440763077
1.4500000000000002,robot3,robot4,1.4
1.5,robot1,robot2,1.1996940016020752
1.5,robot1,robot3,4.404550147348194
1.5,robot1,robot4,4.681880306084832
1.5,robot2,robot3,4.512089857720145
1.5,robot2,robot4,4.418116440763077
1.5,robot3,robot4,1.4
1.55,robot1,robot2,1.19969350162802
1.55,robot1,robot3,4.4045501246468115
1.55,robot1,robot4,4.681880135215579
1.55,robot2,robot3,4.512089370147188
1.55,robot2,robot4,4.418115942819433
1.55,robot3,robot4,1.4
1.6,robot1,robot2,1.1996930016541731
1.6,robot1,robot3,4.404550101945486
1.6,robot1,robot4,4.681879964346373
1.6,robot2,robot3,4.5120888825742345
1.6,robot2,robot4,4.418115444875791
1.6,robot3,robot4,1.4
1.6500000000000001,robot1,robot2,1.1996935016541725
1.6500000000000001,robot1,robot3,4.404550101945486
1.6500000000000001,robot1,robot4,4.681879964346373
1.6500000000000001,robot2,robot3,4.512088993356099
1.6500000000000001,robot2,robot4,4.418115399575395
1.6500000000000001,robot3,robot4,1.4
1.7000000000000002,robot1,robot2,1.1996940016541717
1.7000000000000002,robot1,robot3,4.404550101945486
1.7000000000000002,robot1,robot4,4.681879964346373
1.7000000000000002,robot2,robot3,4.512089104138016
1.7000000000000002,robot2,robot4,4.418115354275057
1.7000000000000002,robot3,robot4,1.4
1.75,robot1,robot2,1.1996940016805326
1.75,robot1,robot3,4.4045506014298725
1.75,robot1,robot4,4.681880434243943
1.75,robot2,robot3,4.512089104138016
1.75,robot2,robot4,4.418115354275057
1.75,robot3,robot4,1.4
1.8,robot1,robot2,1.199694001707102
1.8,robot1,robot3,4.404551100914259
1.8,robot1,robot4,4.681880904141519
1.8,robot2,robot3,4.512089104138016
1.8,robot2,robot4,4.418115354275057
1.8,robot3,robot4,1.4
1.85,robot1,robot2,1.199694001707102
1.85,robot1,robot3,4.404551078212995
1.85,robot1,robot4,4.681880733272394
1.85,robot2,robot3,4.512089214919986
1.85,robot2,robot4,4.418115308974773
1.85,robot3,robot4,1.4
1.9000000000000001,robot1,robot2,1.199694001707102
1.9000000000000001,robot1,robot3,4.404551055511789
1.9000000000000001,robot1,robot4,4.681880562403318
1.9000000000000001,robot2,robot3,4.512089325702009
1.9000000000000001,robot2,robot4,4.418115263674546
1.9000000000000001,robot3,robot4,1.4
1.9500000000000002,robot1,robot2,1.1996940017338795
1.9500000000000002,robot1,robot3,4.404551055511789
1.9500000000000002,robot1,robot4,4.681880562403318
1.9500000000000002,robot2,robot3,4.512088838129104
1.9500000000000002,robot2,robot4,4.418114765730882
1.9500000000000002,robot3,robot4,1.4
2.0,robot1,robot2,1.1996940017608657
2.0,robot1,robot3,4.404551055511789
2.0,robot1,robot4,4.681880562403318
2.0,robot2,robot3,4.512088350556203
2.0,robot2,robot4,4.418114267787219
2.0,robot3,robot4,1.4
2.0500000000000003,robot1,robot2,1.1996940017880602
2.0500000000000003,robot1,robot3,4.4045515549961785
2.0500000000000003,robot1,robot4,4.681881032300933
2.0500000000000003,robot2,robot3,4.512088350556203
2.0500000000000003,robot2,robot4,4.418114267787219
2.0500000000000003,robot3,robot4,1.4
2.1,robot1,robot2,1.199694001815463
2.1,robot1,robot3,4.404552054480569
2.1,robot1,robot4,4.681881502198555
2.1,robot2,robot3,4.512088350556203
2.1,robot2,robot4,4.418114267787219
2.1,robot3,robot4,1.4
2.15,robot1,robot2,1.1996945018154623
2.15,robot1,robot3,4.404552054480569
2.15,robot1,robot4,4.681881502198555
2.15,robot2,robot3,4.512088461338302
2.15,robot2,robot4,4.418114222487039
2.15,robot3,robot4,1.4
2.2,robot1,robot2,1.1996950018154613
2.2,robot1,robot3,4.404552054480569
2.2,robot1,robot4,4.681881502198555
2.2,robot2,robot3,4.5120885721204536
2.2,robot2,robot4,4.418114177186913
2.2,robot3,robot4,1.4
2.25,robot1,robot2,1.1996945018430731
2.25,robot1,robot3,4.404552531263818
2.25,robot1,robot4,4.681881801227205
2.25,robot2,robot3,4.5120885721204536
2.25,robot2,robot4,4.418114177186913
2.25,robot3,robot4,1.4
2.3000000000000003,robot1,robot2,1.1996940018708937
2.3000000000000003,robot1,robot3,4.404553008047127
2.3000000000000003,robot1,robot4,4.681882100255943
2.3000000000000003,robot2,robot3,4.5120885721204536
2.3000000000000003,robot2,robot4,4.418114177186913
2.3000000000000003,robot3,robot4,1.4
2.35,robot1,robot2,1.199694501870893
2.35,robot1,robot3,4.404553008047127
2.35,robot1,robot4,4.681882100255943
2.35,robot2,robot3,4.512088682902658
2.35,robot2,robot4,4.418114131886845
2.35,robot3,robot4,1.4
2.4000000000000004,robot1,robot2,1.199695001870892
2.4000000000000004,robot1,robot3,4.404553008047127
2.4000000000000004,robot1,robot4,4.681882100255943
2.4000000000000004,robot2,robot3,4.5120887936849154
2.4000000000000004,robot2,robot4,4.418114086586832
2.4000000000000004,robot3,robot4,1.4
2.45,robot1,robot2,1.19969500189892
2.45,robot1,robot3,4.404553008047127
2.45,robot1,robot4,4.681882100255943
2.45,robot2,robot3,4.512088306112066
2.45,robot2,robot4,4.418113588643149
2.45,robot3,robot4,1.4
2.5,robot1,robot2,1.1996950019271564
2.5,robot1,robot3,4.404553008047127
2.5,robot1,robot4,4.681882100255943
2.5,robot2,robot3,4.512087818539218
2.5,robot2,robot4,4.4181130906994674
2.5,robot3,robot4,1.4
2.5500000000000003,robot1,robot2,1.1996945019556018
2.5500000000000003,robot1,robot3,4.4045534848305
2.5500000000000003,robot1,robot4,4.681882399284768
2.5500000000000003,robot2,robot3,4.512087818539218
2.5500000000000003,robot2,robot4,4.4181130906994674
2.5500000000000003,robot3,robot4,1.4
2.6,robot1,robot2,1.199694001984256
2.6,robot1,robot3,4.404553961613934
2.6,robot1,robot4,4.681882698313681
2.6,robot2,robot3,4.512087818539218
2.6,robot2,robot4,4.4181130906994674
2.6,robot3,robot4,1.4
2.6500000000000004,robot1,robot2,1.1996945019842553
2.6500000000000004,robot1,robot3,4.404553961613934
2.6500000000000004,robot1,robot4,4.681882698313681
2.6500000000000004,robot2,robot3,4.512087929321552
2.6500000000000004,robot2,robot4,4.418113045399501
2.6500000000000004,robot3,robot4,1.4
2.7,robot1,robot2,1.1996950019842543
2.7,robot1,robot3,4.404553961613934
2.7,robot1,robot4,4.681882698313681
2.7,robot2,robot3,4.512088040103938
2.7,robot2,robot4,4.4181130000995905
2.7,robot3,robot4,1.4
2.75,robot1,robot2,1.1996950020131159
2.75,robot1,robot3,4.404553961613934
2.75,robot1,robot4,4.681882698313681
2.75,robot2,robot3,4.512087552531117
2.75,robot2,robot4,4.418112502155898
2.75,robot3,robot4,1.4
2.8000000000000003,robot1,robot2,1.1996950020421857
2.8000000000000003,robot1,robot3,4.404553961613934
2.8000000000000003,robot1,robot4,4.681882698313681
2.8000000000000003,robot2,robot3,4.512087064958299
2.8000000000000003,robot2,robot4,4.418112004212206
2.8000000000000003,robot3,robot4,1.4
2.85,robot1,robot2,1.1996945020714649
2.85,robot1,robot3,4.404554438397431
2.85,robot1,robot4,4.681882997342683
2.85,robot2,robot3,4.512087064958299
2.85,robot2,robot4,4.418112004212206
2.85,robot3,robot4,1.4
2.9000000000000004,robot1,robot2,1.1996940021009523
2.9000000000000004,robot1,robot3,4.404554915180989
2.9000000000000004,robot1,robot4,4.681883296371772
2.9000000000000004,robot2,robot3,4.512087064958299
2.9000000000000004,robot2,robot4,4.418112004212206
2.9000000000000004,robot3,robot4,1.4
2.95,robot1,robot2,1.1996945021009515
2.95,robot1,robot3,4.404554915180989
2.95,robot1,robot4,4.681883296371772
2.95,robot2,robot3,4.512087175740763
2.95,robot2,robot4,4.418111958912342
2.95,robot3,robot4,1.4
3.0,robot1,robot2,1.199695002100951
3.0,robot1,robot3,4.404554915180989
3.0,robot1,robot4,4.681883296371772
3.0,robot2,robot3,4.512087286523278
3.0,robot2,robot4,4.418111913612533
3.0,robot3,robot4,1.4
3.0500000000000003,robot1,robot2,1.1996950021306458
3.0500000000000003,robot1,robot3,4.404554915180989
3.0500000000000003,robot1,robot4,4.681883296371772
3.0500000000000003,robot2,robot3,4.512086798950487
3.0500000000000003,robot2,robot4,4.418111415668832
3.0500000000000003,robot3,robot4,1.4
3.1,robot1,robot2,1.1996950021605493
3.1,robot1,robot3,4.404554915180989
3.1,robot1,robot4,4.681883296371772
3.1,robot2,robot3,4.512086311377698
3.1,robot2,robot4,4.418110917725131
3.1,robot3,robot4,1.4
3.1500000000000004,robot1,robot2,1.199694502190662
3.1500000000000004,robot1,robot3,4.404555391964608
3.1500000000000004,robot1,robot4,4.681883595400947
3.1500000000000004,robot2,robot3,4.512086311377698
3.1500000000000004,robot2,robot4,4.418110917725131
3.1500000000000004,robot3,robot4,1.4
3.2,robot1,robot2,1.199694002220983
3.2,robot1,robot3,4.40455586874829
3.2,robot1,robot4,4.681883894430212
3.2,robot2,robot3,4.512086311377698
3.2,robot2,robot4,4.418110917725131
3.2,robot3,robot4,1.4
3.25,robot1,robot2,1.199694002220983
3.25,robot1,robot3,4.40455586874829
3.25,robot1,robot4,4.681883894430212
3.25,robot2,robot3,4.512086311377698
3.25,robot2,robot4,4.418110917725131
3.25,robot3,robot4,1.4
3.3000000000000003,robot1,robot2,1.199694002220983
3.3000000000000003,robot1,robot3,4.40455586874829
3.3000000000000003,robot1,robot4,4.681883894430212
3.3000000000000003,robot2,robot3,4.512086311377698
3.3000000000000003,robot2,robot4,4.418110917725131
3.3000000000000003,robot3,robot4,1.4
3.35,robot1,robot2,1.1996945022515106
3.35,robot1,robot3,4.4045563682327025
3.35,robot1,robot4,4.681884364328027
3.35,robot2,robot3,4.512086422160291
3.35,robot2,robot4,4.418110872425369
3.35,robot3,robot4,1.4
3.4000000000000004,robot1,robot2,1.1996950022822468
3.4000000000000004,robot1,robot3,4.4045568677171145
3.4000000000000004,robot1,robot4,4.681884834225849
3.4000000000000004,robot2,robot3,4.512086532942936
3.4000000000000004,robot2,robot4,4.418110827125662
3.4000000000000004,robot3,robot4,1.4
3.45,robot1,robot2,1.1997590029757017
3.45,robot1,robot3,4.404556845016448
3.45,robot1,robot4,4.681884663357401
3.45,robot2,robot3,4.51209058535093
3.45,robot2,robot4,4.418094527102436
3.45,robot3,robot4,1.4
3.5,robot1,robot2,1.1998230037609712
3.5,robot1,robot3,4.404556822315838
3.5,robot1,robot4,4.681884492489002
3.5,robot2,robot3,4.5120946387017415
3.5,robot2,robot4,4.41807822798567
3.5,robot3,robot4,1.4
3.5500000000000003,robot1,robot2,1.199905005320838
3.5500000000000003,robot1,robot3,4.404556822315838
3.5500000000000003,robot1,robot4,4.681884492489002
3.5500000000000003,robot2,robot3,4.51209525764838
3.5500000000000003,robot2,robot4,4.418052875882429
3.5500000000000003,robot3,robot4,1.4
3.6,robot1,robot2,1.1999870071504941
3.6,robot1,robot3,4.404556822315838
3.6,robot1,robot4,4.681884492489002
3.6,robot2,robot3,4.512095878156957
3.6,robot2,robot4,4.4180275252289904
3.6,robot3,robot4,1.4
3.6500000000000004,robot1,robot2,1.199947006510704
3.6500000000000004,robot1,robot3,4.404557321800257
3.6500000000000004,robot1,robot4,4.681884962386865
3.6500000000000004,robot2,robot3,4.512093351496093
3.6500000000000004,robot2,robot4,4.4180376200995894
3.6500000000000004,robot3,robot4,1.4
3.7,robot1,robot2,1.199907005900874
3.7,robot1,robot3,4.404557821284675
3.7,robot1,robot4,4.681885432284734
3.7,robot2,robot3,4.512090825197782
3.7,robot2,robot4,4.4180477153188376
3.7,robot3,robot4,1.4
3.75,robot1,robot2,1.1998990057530883
3.75,robot1,robot3,4.404557798584128
3.75,robot1,robot4,4.681885261416415
3.75,robot2,robot3,4.512090625813992
3.75,robot2,robot4,4.418049888305756
3.75,robot3,robot4,1.4
3.8000000000000003,robot1,robot2,1.199891005607176
3.8000000000000003,robot1,robot3,4.404557775883637
3.8000000000000003,robot1,robot4,4.681885090548144
3.8000000000000003,robot2,robot3,4.512090426443159
3.8000000000000003,robot2,robot4,4.418052061304847
3.8000000000000003,robot3,robot4,1.4
3.85,robot1,robot2,1.1998905056071782
3.85,robot1,robot3,4.404557775883637
3.85,robot1,robot4,4.681885090548144
3.85,robot2,robot3,4.512090315638668
3.85,robot2,robot4,4.418052106582747
3.85,robot3,robot4,1.4
3.9000000000000004,robot1,robot2,1.1998900056071806
3.9000000000000004,robot1,robot3,4.404557775883637
3.9000000000000004,robot1,robot4,4.681885090548144
3.9000000000000004,robot2,robot3,4.51209020483423
3.9000000000000004,robot2,robot4,4.418052151860705
3.9000000000000004,robot3,robot4,1.4
3.95,robot1,robot2,1.1998900056556225
3.95,robot1,robot3,4.40455827536806
3.95,robot1,robot4,4.681885560446053
3.95,robot2,robot3,4.51209020483423
3.95,robot2,robot4,4.418052151860705
3.95,robot3,robot4,1.4
4.0,robot1,robot2,1.1998900057042727
4.0,robot1,robot3,4.404558774852482
4.0,robot1,robot4,4.681886030343969
4.0,robot2,robot3,4.51209020483423
4.0,robot2,robot4,4.418052151860705
4.0,robot3,robot4,1.4
4.05,robot1,robot2,1.1998895057042753
4.05,robot1,robot3,4.404558752152053
4.05,robot1,robot4,4.681885859475779
4.05,robot2,robot3,4.51209020483423
4.05,robot2,robot4,4.418052151860705
4.05,robot3,robot4,1.4
4.1000000000000005,robot1,robot2,1.1998890057042777
4.1000000000000005,robot1,robot3,4.40455872945168
4.1000000000000005,robot1,robot4,4.681885688607637
4.1000000000000005,robot2,robot3,4.51209020483423
4.1000000000000005,robot2,robot4,4.418052151860705
4.1000000000000005,robot3,robot4,1.4
4.15,robot1,robot2,1.199889505753134
4.15,robot1,robot3,4.40455872945168
4.15,robot1,robot4,4.681885688607637
4.15,robot2,robot3,4.512089828070858
4.15,robot2,robot4,4.418051608637058
4.15,robot3,robot4,1.4
4.2,robot1,robot2,1.1998900058021986
4.2,robot1,robot3,4.40455872945168
4.2,robot1,robot4,4.681885688607637
4.2,robot2,robot3,4.512089451307564
4.2,robot2,robot4,4.418051065413459
4.2,robot3,robot4,1.4
4.25,robot1,robot2,1.1998900058514739
4.25,robot1,robot3,4.404559228936109
4.25,robot1,robot4,4.681886158505593
4.25,robot2,robot3,4.512089451307564
4.25,robot2,robot4,4.418051065413459
4.25,robot3,robot4,1.4
4.3,robot1,robot2,1.1998900059009576
4.3,robot1,robot3,4.404559728420538
4.3,robot1,robot4,4.6818866284035545
4.3,robot2,robot3,4.512089451307564
4.3,robot2,robot4,4.418051065413459
4.3,robot3,robot4,1.4
4.3500000000000005,robot1,robot2,1.19988950590096
4.3500000000000005,robot1,robot3,4.404559705720227
4.3500000000000005,robot1,robot4,4.6818864575354935
4.3500000000000005,robot2,robot3,4.512089451307564
4.3500000000000005,robot2,robot4,4.418051065413459
4.3500000000000005,robot3,robot4,1.4
4.4,robot1,robot2,1.1998890059009626
4.4,robot1,robot3,4.404559683019973
4.4,robot1,robot4,4.6818862866674795
4.4,robot2,robot3,4.512089451307564
4.4,robot2,robot4,4.418051065413459
4.4,robot3,robot4,1.4
4.45,robot1,robot2,1.19988950590096
4.45,robot1,robot3,4.404559683019973
4.45,robot1,robot4,4.6818862866674795
4.45,robot2,robot3,4.5120895621121315
4.45,robot2,robot4,4.418051020135604
4.45,robot3,robot4,1.4
4.5,robot1,robot2,1.1998900059009574
4.5,robot1,robot3,4.404559683019973
4.5,robot1,robot4,4.6818862866674795
4.5,robot2,robot3,4.512089672916751
4.5,robot2,robot4,4.418050974857804
4.5,robot3,robot4,1.4
4.55,robot1,robot2,1.19989000600055
4.55,robot1,robot3,4.404560182504406
4.55,robot1,robot4,4.681886756565482
4.55,robot2,robot3,4.512089185348983
4.55,robot2,robot4,4.418050476912102
4.55,robot3,robot4,1.4
4.6000000000000005,robot1,robot2,1.1998900061009758
4.6000000000000005,robot1,robot3,4.4045606819888405
4.6000000000000005,robot1,robot4,4.681887226463491
4.6000000000000005,robot2,robot3,4.512088697781217
4.6000000000000005,robot2,robot4,4.418049978966399
4.6000000000000005,robot3,robot4,1.4
4.65,robot1,robot2,1.1998895061009782
4.65,robot1,robot3,4.404560659288649
4.65,robot1,robot4,4.681887055595559
4.65,robot2,robot3,4.512088697781217
4.65,robot2,robot4,4.418049978966399
4.65,robot3,robot4,1.4
4.7,robot1,robot2,1.199889006100981
4.7,robot1,robot3,4.404560636588513
4.7,robot1,robot4,4.681886884727675
4.7,robot2,robot3,4.512088697781217
4.7,robot2,robot4,4.418049978966399
4.7,robot3,robot4,1.4
4.75,robot1,robot2,1.1998895061009784
4.75,robot1,robot3,4.404560636588513
4.75,robot1,robot4,4.681886884727675
4.75,robot2,robot3,4.512088808585914
4.75,robot2,robot4,4.418049933688646
4.75,robot3,robot4,1.4
4.800000000000001,robot1,robot2,1.1998900061009758
4.800000000000001,robot1,robot3,4.404560636588513
4.800000000000001,robot1,robot4,4.681886884727675
4.800000000000001,robot2,robot3,4.5120889193906635
4.800000000000001,robot2,robot4,4.418049888410949
4.800000000000001,robot3,robot4,1.4
4.8500000000000005,robot1,robot2,1.1998900061515014
4.8500000000000005,robot1,robot3,4.404561136072953
4.8500000000000005,robot1,robot4,4.681887354625724
4.8500000000000005,robot2,robot3,4.5120889193906635
4.8500000000000005,robot2,robot4,4.418049888410949
4.8500000000000005,robot3,robot4,1.4
4.9,robot1,robot2,1.199890006202235
4.9,robot1,robot3,4.404561635557391
4.9,robot1,robot4,4.681887824523778
4.9,robot2,robot3,4.5120889193906635
4.9,robot2,robot4,4.418049888410949
4.9,robot3,robot4,1.4
4.95,robot1,robot2,1.19988950625318
4.95,robot1,robot3,4.404561612857316
4.95,robot1,robot4,4.681887653655974
4.95,robot2,robot3,4.5120884318229235
4.95,robot2,robot4,4.418049390465236
4.95,robot3,robot4,1.4
5.0,robot1,robot2,1.1998890063043333
5.0,robot1,robot3,4.404561590157299
5.0,robot1,robot4,4.681887482788218
5.0,robot2,robot3,4.512087944255187
5.0,robot2,robot4,4.418048892519525
5.0,robot3,robot4,1.4
5.050000000000001,robot1,robot2,1.1998895063043307
5.050000000000001,robot1,robot3,4.404561590157299
5.050000000000001,robot1,robot4,4.681887482788218
5.050000000000001,robot2,robot3,4.512088055060013
5.050000000000001,robot2,robot4,4.418048847241874
5.050000000000001,robot3,robot4,1.4
5.1000000000000005,robot1,robot2,1.1998900063043278
5.1000000000000005,robot1,robot3,4.404561590157299
5.1000000000000005,robot1,robot4,4.681887482788218
5.1000000000000005,robot2,robot3,4.512088165864892
5.1000000000000005,robot2,robot4,4.418048801964279
5.1000000000000005,robot3,robot4,1.4
5.15,robot1,robot2,1.1998900063043278
5.15,robot1,robot3,4.404561590157299
5.15,robot1,robot4,4.681887482788218
5.15,robot2,robot3,4.512088165864892
5.15,robot2,robot4,4.418048801964279
5.15,robot3,robot4,1.4
5.2,robot1,robot2,1.1998900063043278
5.2,robot1,robot3,4.404561590157299
5.2,robot1,robot4,4.681887482788218
5.2,robot2,robot3,4.512088165864892
5.2,robot2,robot4,4.418048801964279
5.2,robot3,robot4,1.4
5.25,robot1,robot2,1.1998895063556894
5.25,robot1,robot3,4.404562066941787
5.25,robot1,robot4,4.681887781818622
5.25,robot2,robot3,4.512088165864892
5.25,robot2,robot4,4.418048801964279
5.25,robot3,robot4,1.4
5.300000000000001,robot1,robot2,1.1998890064072594
5.300000000000001,robot1,robot3,4.404562543726335
5.300000000000001,robot1,robot4,4.681888080849115
5.300000000000001,robot2,robot3,4.512088165864892
5.300000000000001,robot2,robot4,4.418048801964279
5.300000000000001,robot3,robot4,1.4
5.3500000000000005,robot1,robot2,1.1998895064072568
5.3500000000000005,robot1,robot3,4.404562543726335
5.3500000000000005,robot1,robot4,4.681888080849115
5.3500000000000005,robot2,robot3,4.5120882766698225
5.3500000000000005,robot2,robot4,4.418048756686741
5.3500000000000005,robot3,robot4,1.4
5.4,robot1,robot2,1.1998900064072542
5.4,robot1,robot3,4.404562543726335
5.4,robot1,robot4,4.681888080849115
5.4,robot2,robot3,4.512088387474806
5.4,robot2,robot4,4.4180487114092575
5.4,robot3,robot4,1.4
5.45,robot1,robot2,1.1998900064590297
5.45,robot1,robot3,4.404562543726335
