time_s,robot_i,robot_j,distance_m,collision,safety_violation,all_pose_fresh
34.500000,robot2,robot4,4.410153,0,0,True
34.500000,robot3,robot4,1.468388,0,0,True
34.600000,robot1,robot2,1.290944,0,0,True
34.600000,robot1,robot3,4.365092,0,0,True
34.600000,robot1,robot4,4.716099,0,0,True
34.600000,robot2,robot3,4.469289,0,0,True
34.600000,robot2,robot4,4.405926,0,0,True
34.600000,robot3,robot4,1.452652,0,0,True
34.700000,robot1,robot2,1.290944,0,0,True
34.700000,robot1,robot3,4.365092,0,0,True
34.700000,robot1,robot4,4.713657,0,0,True
34.700000,robot2,robot3,4.469289,0,0,True
34.700000,robot2,robot4,4.404950,0,0,True
34.700000,robot3,robot4,1.447058,0,0,True
34.800000,robot1,robot2,1.299019,0,0,True
34.800000,robot1,robot3,4.361180,0,0,True
34.800000,robot1,robot4,4.711441,0,0,True
34.800000,robot2,robot3,4.463256,0,0,True
34.800000,robot2,robot4,4.400987,0,0,True
34.800000,robot3,robot4,1.435883,0,0,True
34.900000,robot1,robot2,1.306773,0,0,True
34.900000,robot1,robot3,4.356332,0,0,True
34.900000,robot1,robot4,4.708460,0,0,True
34.900000,robot2,robot3,4.456369,0,0,True
34.900000,robot2,robot4,4.396254,0,0,True
34.900000,robot3,robot4,1.425250,0,0,True
35.000000,robot1,robot2,1.314111,0,0,True
35.000000,robot1,robot3,4.350571,0,0,True
35.000000,robot1,robot4,4.704683,0,0,True
35.000000,robot2,robot3,4.448689,0,0,True
35.000000,robot2,robot4,4.390766,0,0,True
35.000000,robot3,robot4,1.415218,0,0,True
35.100000,robot1,robot2,1.320852,0,0,True
35.100000,robot1,robot3,4.343977,0,0,True
35.100000,robot1,robot4,4.700146,0,0,True
35.100000,robot2,robot3,4.440297,0,0,True
35.100000,robot2,robot4,4.384582,0,0,True
35.100000,robot3,robot4,1.405895,0,0,True
35.200000,robot1,robot2,1.325326,0,0,True
35.200000,robot1,robot3,4.337297,0,0,True
35.200000,robot1,robot4,4.695054,0,0,True
35.200000,robot2,robot3,4.431294,0,0,True
35.200000,robot2,robot4,4.377772,0,0,True
35.200000,robot3,robot4,1.397385,0,0,True
35.300000,robot1,robot2,1.329143,0,0,True
35.300000,robot1,robot3,4.329878,0,0,True
35.300000,robot1,robot4,4.689275,0,0,True
35.300000,robot2,robot3,4.421769,0,0,True
35.300000,robot2,robot4,4.370398,0,0,True
35.300000,robot3,robot4,1.389732,0,0,True
35.400000,robot1,robot2,1.332086,0,0,True
35.400000,robot1,robot3,4.321801,0,0,True
35.400000,robot1,robot4,4.682879,0,0,True
35.400000,robot2,robot3,4.411852,0,0,True
35.400000,robot2,robot4,4.362614,0,0,True
35.400000,robot3,robot4,1.383058,0,0,True
35.500000,robot1,robot2,1.334166,0,0,True
35.500000,robot1,robot3,4.313872,0,0,True
35.500000,robot1,robot4,4.675932,0,0,True
35.500000,robot2,robot3,4.402327,0,0,True
35.500000,robot2,robot4,4.354414,0,0,True
35.500000,robot3,robot4,1.377531,0,0,True
35.600000,robot1,robot2,1.335297,0,0,True
35.600000,robot1,robot3,4.309973,0,0,True
35.600000,robot1,robot4,4.669621,0,0,True
35.600000,robot2,robot3,4.397295,0,0,True
35.600000,robot2,robot4,4.346945,0,0,True
35.600000,robot3,robot4,1.374546,0,0,True
35.700000,robot1,robot2,1.335478,0,0,True
35.700000,robot1,robot3,4.305952,0,0,True
35.700000,robot1,robot4,4.667305,0,0,True
35.700000,robot2,robot3,4.392263,0,0,True
35.700000,robot2,robot4,4.343256,0,0,True
35.700000,robot3,robot4,1.374686,0,0,True
35.800000,robot1,robot2,1.334707,0,0,True
35.800000,robot1,robot3,4.301806,0,0,True
35.800000,robot1,robot4,4.664736,0,0,True
35.800000,robot2,robot3,4.387241,0,0,True
35.800000,robot2,robot4,4.339709,0,0,True
35.800000,robot3,robot4,1.374902,0,0,True
35.900000,robot1,robot2,1.332997,0,0,True
35.900000,robot1,robot3,4.297623,0,0,True
35.900000,robot1,robot4,4.661990,0,0,True
35.900000,robot2,robot3,4.382337,0,0,True
35.900000,robot2,robot4,4.336377,0,0,True
35.900000,robot3,robot4,1.375282,0,0,True
36.000000,robot1,robot2,1.330379,0,0,True
36.000000,robot1,robot3,4.293532,0,0,True
36.000000,robot1,robot4,4.659141,0,0,True
36.000000,robot2,robot3,4.377720,0,0,True
36.000000,robot2,robot4,4.333371,0,0,True
36.000000,robot3,robot4,1.375823,0,0,True
36.100000,robot1,robot2,1.326906,0,0,True
36.100000,robot1,robot3,4.289589,0,0,True
36.100000,robot1,robot4,4.656254,0,0,True
36.100000,robot2,robot3,4.373429,0,0,True
36.100000,robot2,robot4,4.330729,0,0,True
36.100000,robot3,robot4,1.376545,0,0,True
36.200000,robot1,robot2,1.322665,0,0,True
36.200000,robot1,robot3,4.285897,0,0,True
36.200000,robot1,robot4,4.653379,0,0,True
36.200000,robot2,robot3,4.369574,0,0,True
36.200000,robot2,robot4,4.328493,0,0,True
36.200000,robot3,robot4,1.377412,0,0,True
36.300000,robot1,robot2,1.317723,0,0,True
36.300000,robot1,robot3,4.282496,0,0,True
36.300000,robot1,robot4,4.650582,0,0,True
36.300000,robot2,robot3,4.366238,0,0,True
36.300000,robot2,robot4,4.326761,0,0,True
36.300000,robot3,robot4,1.378413,0,0,True
36.400000,robot1,robot2,1.312212,0,0,True
36.400000,robot1,robot3,4.279514,0,0,True
36.400000,robot1,robot4,4.647937,0,0,True
36.400000,robot2,robot3,4.363508,0,0,True
36.400000,robot2,robot4,4.325546,0,0,True
36.400000,robot3,robot4,1.379518,0,0,True
36.500000,robot1,robot2,1.306332,0,0,True
36.500000,robot1,robot3,4.276994,0,0,True
36.500000,robot1,robot4,4.645532,0,0,True
36.500000,robot2,robot3,4.361377,0,0,True
36.500000,robot2,robot4,4.324829,0,0,True
36.500000,robot3,robot4,1.380713,0,0,True
36.600000,robot1,robot2,1.300157,0,0,True
36.600000,robot1,robot3,4.274701,0,0,True
36.600000,robot1,robot4,4.643112,0,0,True
36.600000,robot2,robot3,4.359954,0,0,True
36.600000,robot2,robot4,4.324669,0,0,True
36.600000,robot3,robot4,1.381970,0,0,True
36.700000,robot1,robot2,1.291611,0,0,True
36.700000,robot1,robot3,4.270405,0,0,True
36.700000,robot1,robot4,4.637957,0,0,True
36.700000,robot2,robot3,4.358936,0,0,True
36.700000,robot2,robot4,4.324783,0,0,True
36.700000,robot3,robot4,1.383100,0,0,True
36.800000,robot1,robot2,1.282658,0,0,True
36.800000,robot1,robot3,4.265788,0,0,True
36.800000,robot1,robot4,4.632401,0,0,True
36.800000,robot2,robot3,4.357746,0,0,True
36.800000,robot2,robot4,4.324669,0,0,True
36.800000,robot3,robot4,1.384511,0,0,True
36.900000,robot1,robot2,1.272139,0,0,True
36.900000,robot1,robot3,4.260380,0,0,True
36.900000,robot1,robot4,4.626824,0,0,True
36.900000,robot2,robot3,4.355816,0,0,True
36.900000,robot2,robot4,4.323714,0,0,True
36.900000,robot3,robot4,1.390530,0,0,True
37.000000,robot1,robot2,1.262102,0,0,True
37.000000,robot1,robot3,4.254717,0,0,True
37.000000,robot1,robot4,4.621323,0,0,True
37.000000,robot2,robot3,4.353147,0,0,True
37.000000,robot2,robot4,4.321734,0,0,True
37.000000,robot3,robot4,1.398190,0,0,True
37.100000,robot1,robot2,1.252738,0,0,True
37.100000,robot1,robot3,4.248804,0,0,True
37.100000,robot1,robot4,4.616013,0,0,True
37.100000,robot2,robot3,4.349784,0,0,True
37.100000,robot2,robot4,4.319331,0,0,True
37.100000,robot3,robot4,1.405825,0,0,True
37.200000,robot1,robot2,1.244079,0,0,True
37.200000,robot1,robot3,4.242677,0,0,True
37.200000,robot1,robot4,4.610885,0,0,True
37.200000,robot2,robot3,4.345833,0,0,True
37.200000,robot2,robot4,4.316528,0,0,True
37.200000,robot3,robot4,1.413498,0,0,True
37.300000,robot1,robot2,1.236239,0,0,True
37.300000,robot1,robot3,4.236391,0,0,True
37.300000,robot1,robot4,4.605928,0,0,True
37.300000,robot2,robot3,4.341388,0,0,True
37.300000,robot2,robot4,4.313330,0,0,True
37.300000,robot3,robot4,1.421155,0,0,True
37.400000,robot1,robot2,1.229370,0,0,True
37.400000,robot1,robot3,4.229845,0,0,True
37.400000,robot1,robot4,4.601158,0,0,True
37.400000,robot2,robot3,4.336450,0,0,True
37.400000,robot2,robot4,4.309813,0,0,True
37.400000,robot3,robot4,1.428754,0,0,True
37.500000,robot1,robot2,1.223436,0,0,True
37.500000,robot1,robot3,4.223192,0,0,True
37.500000,robot1,robot4,4.596579,0,0,True
37.500000,robot2,robot3,4.331206,0,0,True
37.500000,robot2,robot4,4.306015,0,0,True
37.500000,robot3,robot4,1.436322,0,0,True
37.600000,robot1,robot2,1.218590,0,0,True
37.600000,robot1,robot3,4.216344,0,0,True
37.600000,robot1,robot4,4.592171,0,0,True
37.600000,robot2,robot3,4.325711,0,0,True
37.600000,robot2,robot4,4.302012,0,0,True
37.600000,robot3,robot4,1.443829,0,0,True
37.700000,robot1,robot2,1.216527,0,0,True
37.700000,robot1,robot3,4.211375,0,0,True
37.700000,robot1,robot4,4.590111,0,0,True
37.700000,robot2,robot3,4.322773,0,0,True
37.700000,robot2,robot4,4.300381,0,0,True
37.700000,robot3,robot4,1.451162,0,0,True
37.800000,robot1,robot2,1.215865,0,0,True
37.800000,robot1,robot3,4.206332,0,0,True
37.800000,robot1,robot4,4.588443,0,0,True
37.800000,robot2,robot3,4.320793,0,0,True
37.800000,robot2,robot4,4.299665,0,0,True
37.800000,robot3,robot4,1.458800,0,0,True
37.900000,robot1,robot2,1.216089,0,0,True
37.900000,robot1,robot3,4.201406,0,0,True
37.900000,robot1,robot4,4.587241,0,0,True
37.900000,robot2,robot3,4.318534,0,0,True
37.900000,robot2,robot4,4.299164,0,0,True
37.900000,robot3,robot4,1.464992,0,0,True
38.000000,robot1,robot2,1.217284,0,0,True
38.000000,robot1,robot3,4.196827,0,0,True
38.000000,robot1,robot4,4.586389,0,0,True
38.000000,robot2,robot3,4.315798,0,0,True
38.000000,robot2,robot4,4.298685,0,0,True
38.000000,robot3,robot4,1.468358,0,0,True
38.100000,robot1,robot2,1.219404,0,0,True
38.100000,robot1,robot3,4.192301,0,0,True
38.100000,robot1,robot4,4.584420,0,0,True
38.100000,robot2,robot3,4.313114,0,0,True
38.100000,robot2,robot4,4.296999,0,0,True
38.100000,robot3,robot4,1.470600,0,0,True
38.200000,robot1,robot2,1.222407,0,0,True
38.200000,robot1,robot3,4.187888,0,0,True
38.200000,robot1,robot4,4.581772,0,0,True
38.200000,robot2,robot3,4.310412,0,0,True
38.200000,robot2,robot4,4.294431,0,0,True
38.200000,robot3,robot4,1.471816,0,0,True
38.300000,robot1,robot2,1.230645,0,0,True
38.300000,robot1,robot3,4.179771,0,0,True
38.300000,robot1,robot4,4.578061,0,0,True
38.300000,robot2,robot3,4.305351,0,0,True
38.300000,robot2,robot4,4.289983,0,0,True
38.300000,robot3,robot4,1.473828,0,0,True
38.400000,robot1,robot2,1.230645,0,0,True
38.400000,robot1,robot3,4.179771,0,0,True
38.400000,robot1,robot4,4.578061,0,0,True
38.400000,robot2,robot3,4.305351,0,0,True
38.400000,robot2,robot4,4.289983,0,0,True
38.400000,robot3,robot4,1.473828,0,0,True
38.500000,robot1,robot2,1.237699,0,0,True
38.500000,robot1,robot3,4.174953,0,0,True
38.500000,robot1,robot4,4.576456,0,0,True
38.500000,robot2,robot3,4.301974,0,0,True
38.500000,robot2,robot4,4.286928,0,0,True
38.500000,robot3,robot4,1.474760,0,0,True
38.600000,robot1,robot2,1.247639,0,0,True
38.600000,robot1,robot3,4.166383,0,0,True
38.600000,robot1,robot4,4.574344,0,0,True
38.600000,robot2,robot3,4.295145,0,0,True
38.600000,robot2,robot4,4.282285,0,0,True
38.600000,robot3,robot4,1.476658,0,0,True
38.700000,robot1,robot2,1.258202,0,0,True
38.700000,robot1,robot3,4.157700,0,0,True
38.700000,robot1,robot4,4.572386,0,0,True
38.700000,robot2,robot3,4.288355,0,0,True
38.700000,robot2,robot4,4.277857,0,0,True
38.700000,robot3,robot4,1.478140,0,0,True
38.800000,robot1,robot2,1.269431,0,0,True
38.800000,robot1,robot3,4.148737,0,0,True
38.800000,robot1,robot4,4.570392,0,0,True
38.800000,robot2,robot3,4.281422,0,0,True
38.800000,robot2,robot4,4.273430,0,0,True
38.800000,robot3,robot4,1.479141,0,0,True
38.900000,robot1,robot2,1.280890,0,0,True
38.900000,robot1,robot3,4.139891,0,0,True
38.900000,robot1,robot4,4.568488,0,0,True
38.900000,robot2,robot3,4.274042,0,0,True
38.900000,robot2,robot4,4.268580,0,0,True
38.900000,robot3,robot4,1.479662,0,0,True
39.000000,robot1,robot2,1.292247,0,0,True
39.000000,robot1,robot3,4.131108,0,0,True
39.000000,robot1,robot4,4.566648,0,0,True
39.000000,robot2,robot3,4.265677,0,0,True
39.000000,robot2,robot4,4.262903,0,0,True
39.000000,robot3,robot4,1.479702,0,0,True
39.100000,robot1,robot2,1.302987,0,0,True
39.100000,robot1,robot3,4.122444,0,0,True
39.100000,robot1,robot4,4.564900,0,0,True
39.100000,robot2,robot3,4.256549,0,0,True
39.100000,robot2,robot4,4.256776,0,0,True
39.100000,robot3,robot4,1.479294,0,0,True
39.200000,robot1,robot2,1.310663,0,0,True
39.200000,robot1,robot3,4.115375,0,0,True
39.200000,robot1,robot4,4.563874,0,0,True
39.200000,robot2,robot3,4.246805,0,0,True
39.200000,robot2,robot4,4.250453,0,0,True
39.200000,robot3,robot4,1.478296,0,0,True
39.300000,robot1,robot2,1.312262,0,0,True
39.300000,robot1,robot3,4.113324,0,0,True
39.300000,robot1,robot4,4.564016,0,0,True
39.300000,robot2,robot3,4.241885,0,0,True
39.300000,robot2,robot4,4.247278,0,0,True
39.300000,robot3,robot4,1.477686,0,0,True
39.400000,robot1,robot2,1.316582,0,0,True
39.400000,robot1,robot3,4.110035,0,0,True
39.400000,robot1,robot4,4.562327,0,0,True
39.400000,robot2,robot3,4.241902,0,0,True
39.400000,robot2,robot4,4.247280,0,0,True
39.400000,robot3,robot4,1.477652,0,0,True
39.500000,robot1,robot2,1.324331,0,0,True
39.500000,robot1,robot3,4.104876,0,0,True
39.500000,robot1,robot4,4.559446,0,0,True
39.500000,robot2,robot3,4.237543,0,0,True
39.500000,robot2,robot4,4.242151,0,0,True
39.500000,robot3,robot4,1.477652,0,0,True
39.600000,robot1,robot2,1.331360,0,0,True
39.600000,robot1,robot3,4.099063,0,0,True
39.600000,robot1,robot4,4.555722,0,0,True
39.600000,robot2,robot3,4.231525,0,0,True
39.600000,robot2,robot4,4.235303,0,0,True
39.600000,robot3,robot4,1.477652,0,0,True
39.700000,robot1,robot2,1.336951,0,0,True
39.700000,robot1,robot3,4.092807,0,0,True
39.700000,robot1,robot4,4.551286,0,0,True
39.700000,robot2,robot3,4.225354,0,0,True
39.700000,robot2,robot4,4.228451,0,0,True
39.700000,robot3,robot4,1.477705,0,0,True
39.800000,robot1,robot2,1.341113,0,0,True
39.800000,robot1,robot3,4.083593,0,0,True
39.800000,robot1,robot4,4.546197,0,0,True
39.800000,robot2,robot3,4.216323,0,0,True
39.800000,robot2,robot4,4.221607,0,0,True
39.800000,robot3,robot4,1.477331,0,0,True
39.900000,robot1,robot2,1.343796,0,0,True
39.900000,robot1,robot3,4.070406,0,0,True
39.900000,robot1,robot4,4.540020,0,0,True
39.900000,robot2,robot3,4.203493,0,0,True
39.900000,robot2,robot4,4.214256,0,0,True
39.900000,robot3,robot4,1.476940,0,0,True
40.000000,robot1,robot2,1.345068,0,0,True
40.000000,robot1,robot3,4.056863,0,0,True
40.000000,robot1,robot4,4.532488,0,0,True
40.000000,robot2,robot3,4.190743,0,0,True
40.000000,robot2,robot4,4.205975,0,0,True
40.000000,robot3,robot4,1.477693,0,0,True
40.100000,robot1,robot2,1.345202,0,0,True
40.100000,robot1,robot3,4.043119,0,0,True
40.100000,robot1,robot4,4.524478,0,0,True
40.100000,robot2,robot3,4.178140,0,0,True
40.100000,robot2,robot4,4.197794,0,0,True
40.100000,robot3,robot4,1.478846,0,0,True
40.200000,robot1,robot2,1.344113,0,0,True
40.200000,robot1,robot3,4.029240,0,0,True
40.200000,robot1,robot4,4.516078,0,0,True
40.200000,robot2,robot3,4.165600,0,0,True
40.200000,robot2,robot4,4.189677,0,0,True
40.200000,robot3,robot4,1.480433,0,0,True
40.300000,robot1,robot2,1.342226,0,0,True
40.300000,robot1,robot3,4.017209,0,0,True
40.300000,robot1,robot4,4.507343,0,0,True
40.300000,robot2,robot3,4.154571,0,0,True
40.300000,robot2,robot4,4.181265,0,0,True
40.300000,robot3,robot4,1.481603,0,0,True
40.400000,robot1,robot2,1.340833,0,0,True
40.400000,robot1,robot3,4.010834,0,0,True
40.400000,robot1,robot4,4.501024,0,0,True
40.400000,robot2,robot3,4.148303,0,0,True
40.400000,robot2,robot4,4.174768,0,0,True
40.400000,robot3,robot4,1.481802,0,0,True
40.500000,robot1,robot2,1.341033,0,0,True
40.500000,robot1,robot3,4.005960,0,0,True
40.500000,robot1,robot4,4.496239,0,0,True
40.500000,robot2,robot3,4.147941,0,0,True
40.500000,robot2,robot4,4.174006,0,0,True
40.500000,robot3,robot4,1.481834,0,0,True
40.600000,robot1,robot2,1.340309,0,0,True
40.600000,robot1,robot3,3.994171,0,0,True
40.600000,robot1,robot4,4.485551,0,0,True
40.600000,robot2,robot3,4.143173,0,0,True
40.600000,robot2,robot4,4.169604,0,0,True
40.600000,robot3,robot4,1.481841,0,0,True
40.700000,robot1,robot2,1.337543,0,0,True
40.700000,robot1,robot3,3.982688,0,0,True
40.700000,robot1,robot4,4.475076,0,0,True
40.700000,robot2,robot3,4.131992,0,0,True
40.700000,robot2,robot4,4.159235,0,0,True
40.700000,robot3,robot4,1.481842,0,0,True
40.800000,robot1,robot2,1.335306,0,0,True
40.800000,robot1,robot3,3.970852,0,0,True
40.800000,robot1,robot4,4.464579,0,0,True
40.800000,robot2,robot3,4.120772,0,0,True
40.800000,robot2,robot4,4.148862,0,0,True
40.800000,robot3,robot4,1.482168,0,0,True
40.900000,robot1,robot2,1.333466,0,0,True
40.900000,robot1,robot3,3.953809,0,0,True
40.900000,robot1,robot4,4.454108,0,0,True
40.900000,robot2,robot3,4.105532,0,0,True
40.900000,robot2,robot4,4.138420,0,0,True
40.900000,robot3,robot4,1.485976,0,0,True
41.000000,robot1,robot2,1.332019,0,0,True
41.000000,robot1,robot3,3.936614,0,0,True
41.000000,robot1,robot4,4.443438,0,0,True
41.000000,robot2,robot3,4.090438,0,0,True
41.000000,robot2,robot4,4.127694,0,0,True
41.000000,robot3,robot4,1.490433,0,0,True
41.100000,robot1,robot2,1.331131,0,0,True
41.100000,robot1,robot3,3.918840,0,0,True
41.100000,robot1,robot4,4.430976,0,0,True
41.100000,robot2,robot3,4.075962,0,0,True
41.100000,robot2,robot4,4.115933,0,0,True
41.100000,robot3,robot4,1.495033,0,0,True
41.200000,robot1,robot2,1.331424,0,0,True
41.200000,robot1,robot3,3.903792,0,0,True
41.200000,robot1,robot4,4.421076,0,0,True
41.200000,robot2,robot3,4.062220,0,0,True
41.200000,robot2,robot4,4.104343,0,0,True
41.200000,robot3,robot4,1.500139,0,0,True
41.300000,robot1,robot2,1.333482,0,0,True
41.300000,robot1,robot3,3.889703,0,0,True
41.300000,robot1,robot4,4.411693,0,0,True
41.300000,robot2,robot3,4.053806,0,0,True
41.300000,robot2,robot4,4.097201,0,0,True
41.300000,robot3,robot4,1.505201,0,0,True
41.400000,robot1,robot2,1.337060,0,0,True
41.400000,robot1,robot3,3.877497,0,0,True
41.400000,robot1,robot4,4.403386,0,0,True
41.400000,robot2,robot3,4.047050,0,0,True
41.400000,robot2,robot4,4.090815,0,0,True
41.400000,robot3,robot4,1.509172,0,0,True
41.500000,robot1,robot2,1.342106,0,0,True
41.500000,robot1,robot3,3.865890,0,0,True
41.500000,robot1,robot4,4.395867,0,0,True
41.500000,robot2,robot3,4.041134,0,0,True
41.500000,robot2,robot4,4.084923,0,0,True
41.500000,robot3,robot4,1.513331,0,0,True
41.600000,robot1,robot2,1.348610,0,0,True
41.600000,robot1,robot3,3.855152,0,0,True
41.600000,robot1,robot4,4.388935,0,0,True
41.600000,robot2,robot3,4.036226,0,0,True
41.600000,robot2,robot4,4.079201,0,0,True
41.600000,robot3,robot4,1.517638,0,0,True
41.700000,robot1,robot2,1.356476,0,0,True
41.700000,robot1,robot3,3.845153,0,0,True
41.700000,robot1,robot4,4.382534,0,0,True
41.700000,robot2,robot3,4.032308,0,0,True
41.700000,robot2,robot4,4.073751,0,0,True
41.700000,robot3,robot4,1.522046,0,0,True
41.800000,robot1,robot2,1.365678,0,0,True
41.800000,robot1,robot3,3.836166,0,0,True
41.800000,robot1,robot4,4.376847,0,0,True
41.800000,robot2,robot3,4.029518,0,0,True
41.800000,robot2,robot4,4.068665,0,0,True
41.800000,robot3,robot4,1.526486,0,0,True
41.900000,robot1,robot2,1.376100,0,0,True
41.900000,robot1,robot3,3.828210,0,0,True
41.900000,robot1,robot4,4.371872,0,0,True
41.900000,robot2,robot3,4.027895,0,0,True
41.900000,robot2,robot4,4.064039,0,0,True
41.900000,robot3,robot4,1.530869,0,0,True
42.000000,robot1,robot2,1.387648,0,0,True
42.000000,robot1,robot3,3.821371,0,0,True
42.000000,robot1,robot4,4.367650,0,0,True
42.000000,robot2,robot3,4.027439,0,0,True
42.000000,robot2,robot4,4.059885,0,0,True
42.000000,robot3,robot4,1.535131,0,0,True
42.100000,robot1,robot2,1.400019,0,0,True
42.100000,robot1,robot3,3.815714,0,0,True
42.100000,robot1,robot4,4.364215,0,0,True
42.100000,robot2,robot3,4.028181,0,0,True
42.100000,robot2,robot4,4.056310,0,0,True
42.100000,robot3,robot4,1.539313,0,0,True
42.200000,robot1,robot2,1.412460,0,0,True
42.200000,robot1,robot3,3.810639,0,0,True
42.200000,robot1,robot4,4.360856,0,0,True
42.200000,robot2,robot3,4.030023,0,0,True
42.200000,robot2,robot4,4.053395,0,0,True
42.200000,robot3,robot4,1.543256,0,0,True
42.300000,robot1,robot2,1.425991,0,0,True
42.300000,robot1,robot3,3.803540,0,0,True
42.300000,robot1,robot4,4.355630,0,0,True
42.300000,robot2,robot3,4.032258,0,0,True
42.300000,robot2,robot4,4.050592,0,0,True
42.300000,robot3,robot4,1.546821,0,0,True
42.400000,robot1,robot2,1.438578,0,0,True
42.400000,robot1,robot3,3.794910,0,0,True
42.400000,robot1,robot4,4.349521,0,0,True
42.400000,robot2,robot3,4.032215,0,0,True
42.400000,robot2,robot4,4.047257,0,0,True
42.400000,robot3,robot4,1.547997,0,0,True
42.500000,robot1,robot2,1.444022,0,0,True
42.500000,robot1,robot3,3.788650,0,0,True
42.500000,robot1,robot4,4.344983,0,0,True
42.500000,robot2,robot3,4.031711,0,0,True
42.500000,robot2,robot4,4.046073,0,0,True
42.500000,robot3,robot4,1.547840,0,0,True
42.600000,robot1,robot2,1.448153,0,0,True
42.600000,robot1,robot3,3.782214,0,0,True
42.600000,robot1,robot4,4.340510,0,0,True
42.600000,robot2,robot3,4.031732,0,0,True
42.600000,robot2,robot4,4.046177,0,0,True
42.600000,robot3,robot4,1.547842,0,0,True
42.700000,robot1,robot2,1.453711,0,0,True
42.700000,robot1,robot3,3.775290,0,0,True
42.700000,robot1,robot4,4.335471,0,0,True
42.700000,robot2,robot3,4.030860,0,0,True
42.700000,robot2,robot4,4.044637,0,0,True
42.700000,robot3,robot4,1.547842,0,0,True
42.800000,robot1,robot2,1.462899,0,0,True
42.800000,robot1,robot3,3.764638,0,0,True
42.800000,robot1,robot4,4.327250,0,0,True
42.800000,robot2,robot3,4.027946,0,0,True
42.800000,robot2,robot4,4.039855,0,0,True
42.800000,robot3,robot4,1.547682,0,0,True
42.900000,robot1,robot2,1.467110,0,0,True
42.900000,robot1,robot3,3.762327,0,0,True
42.900000,robot1,robot4,4.325429,0,0,True
42.900000,robot2,robot3,4.024155,0,0,True
42.900000,robot2,robot4,4.034538,0,0,True
42.900000,robot3,robot4,1.547558,0,0,True
43.000000,robot1,robot2,1.473455,0,0,True
43.000000,robot1,robot3,3.753989,0,0,True
43.000000,robot1,robot4,4.318738,0,0,True
43.000000,robot2,robot3,4.020293,0,0,True
43.000000,robot2,robot4,4.028772,0,0,True
43.000000,robot3,robot4,1.548349,0,0,True
43.100000,robot1,robot2,1.478391,0,0,True
43.100000,robot1,robot3,3.743936,0,0,True
43.100000,robot1,robot4,4.310365,0,0,True
43.100000,robot2,robot3,4.015704,0,0,True
43.100000,robot2,robot4,4.022687,0,0,True
43.100000,robot3,robot4,1.549159,0,0,True
43.200000,robot1,robot2,1.480526,0,0,True
43.200000,robot1,robot3,3.737782,0,0,True
43.200000,robot1,robot4,4.305098,0,0,True
43.200000,robot2,robot3,4.010463,0,0,True
43.200000,robot2,robot4,4.016411,0,0,True
43.200000,robot3,robot4,1.549986,0,0,True
43.300000,robot1,robot2,1.482175,0,0,True
43.300000,robot1,robot3,3.731135,0,0,True
43.300000,robot1,robot4,4.299629,0,0,True
43.300000,robot2,robot3,4.004708,0,0,True
43.300000,robot2,robot4,4.010067,0,0,True
43.300000,robot3,robot4,1.550818,0,0,True
43.400000,robot1,robot2,1.481918,0,0,True
43.400000,robot1,robot3,3.719889,0,0,True
43.400000,robot1,robot4,4.289640,0,0,True
43.400000,robot2,robot3,3.998551,0,0,True
43.400000,robot2,robot4,4.003805,0,0,True
43.400000,robot3,robot4,1.551644,0,0,True
43.500000,robot1,robot2,1.480224,0,0,True
43.500000,robot1,robot3,3.707894,0,0,True
43.500000,robot1,robot4,4.278858,0,0,True
43.500000,robot2,robot3,3.992114,0,0,True
43.500000,robot2,robot4,3.997735,0,0,True
43.500000,robot3,robot4,1.552435,0,0,True
43.600000,robot1,robot2,1.477485,0,0,True
43.600000,robot1,robot3,3.695311,0,0,True
43.600000,robot1,robot4,4.267604,0,0,True
43.600000,robot2,robot3,3.985207,0,0,True
43.600000,robot2,robot4,3.991695,0,0,True
43.600000,robot3,robot4,1.553193,0,0,True
43.700000,robot1,robot2,1.474088,0,0,True
43.700000,robot1,robot3,3.682722,0,0,True
43.700000,robot1,robot4,4.256343,0,0,True
43.700000,robot2,robot3,3.977711,0,0,True
43.700000,robot2,robot4,3.985367,0,0,True
43.700000,robot3,robot4,1.553779,0,0,True
43.800000,robot1,robot2,1.472534,0,0,True
43.800000,robot1,robot3,3.677210,0,0,True
43.800000,robot1,robot4,4.252372,0,0,True
43.800000,robot2,robot3,3.973489,0,0,True
43.800000,robot2,robot4,3.982303,0,0,True
43.800000,robot3,robot4,1.555054,0,0,True
43.900000,robot1,robot2,1.472550,0,0,True
43.900000,robot1,robot3,3.676187,0,0,True
43.900000,robot1,robot4,4.251421,0,0,True
43.900000,robot2,robot3,3.973583,0,0,True
43.900000,robot2,robot4,3.982408,0,0,True
43.900000,robot3,robot4,1.555050,0,0,True
44.000000,robot1,robot2,1.473379,0,0,True
44.000000,robot1,robot3,3.666960,0,0,True
44.000000,robot1,robot4,4.243017,0,0,True
44.000000,robot2,robot3,3.973819,0,0,True
44.000000,robot2,robot4,3.982612,0,0,True
44.000000,robot3,robot4,1.555038,0,0,True
44.100000,robot1,robot2,1.474515,0,0,True
44.100000,robot1,robot3,3.655474,0,0,True
44.100000,robot1,robot4,4.233232,0,0,True
44.100000,robot2,robot3,3.971892,0,0,True
44.100000,robot2,robot4,3.981019,0,0,True
44.100000,robot3,robot4,1.555507,0,0,True
44.200000,robot1,robot2,1.475540,0,0,True
44.200000,robot1,robot3,3.641054,0,0,True
44.200000,robot1,robot4,4.224059,0,0,True
